id|code|vendor_type|city_alias_code|country_alias_code
3466|IRN000058000|citsae|MRX|IR
3467|IRN000014000|citsae|NSH|IR
3468|IRN000015000|citsae|OMH|IR
3469|IRN000017000|citsae|RAS|IR
3470|IRN000018000|citsae|RJN|IR
3471|IRN000019000|citsae|RZR|IR
3472|IRN000020000|citsae|SDG|IR
3473|IRN000021000|citsae|SRY|IR
3474|IRN000064000|citsae|SXI|IR
3475|IRN000063000|citsae|SYJ|IR
3476|IRN000022000|citsae|SYZ|IR
3477|IRN000023000|citsae|TBZ|IR
3478|IRN000024000|citsae|TCX|IR
3479|IRN000025000|citsae|XBJ|IR
3480|IRN000026000|citsae|ZAH|IR
3481|IRN000027000|citsae|ZBR|IR
3482|ISL000011000|citsae|AEY|IS
3483|ISL000001000|citsae|BGJ|IS
3484|ISL000002000|citsae|BIU|IS
3485|ISL000003000|citsae|BJD|IS
3486|ISL000004000|citsae|BLO|IS
3487|ISL000005000|citsae|BXV|IS
3488|ISL000035000|citsae|DJU|IS
3489|ISL000006000|citsae|EGS|IS
3490|ISL000022000|citsae|FAG|IS
3491|ISL000023000|citsae|FAS|IS
3492|ISL000020000|citsae|FLI|IS
3493|ISL000025000|citsae|GJR|IS
3494|ISL000012000|citsae|GRY|IS
3495|ISL000016000|citsae|GUU|IS
3496|ISL000013000|citsae|HFN|IS
3497|ISL000024000|citsae|HVK|IS
3498|ISL000015000|citsae|HZK|IS
3499|ISL000014000|citsae|IFJ|IS
3500|ISL000017000|citsae|MVA|IS
3501|ISL000028000|citsae|NOR|IS
3502|ISL000029000|citsae|OFJ|IS
3503|ISL000021000|citsae|OLI|IS
3504|ISL000026000|citsae|OPA|IS
3505|ISL000030000|citsae|PFJ|IS
3506|ISL000019000|citsae|RFN|IS
3507|ISL000027000|citsae|RHA|IS
3508|ISL000007000|citsae|SAK|IS
3509|ISL000008000|citsae|SIJ|IS
3510|ISL000032000|citsae|SUY|IS
3511|ISL000031000|citsae|SYK|IS
3512|ISL000034000|citsae|TEY|IS
3513|ISL000009000|citsae|THO|IS
3514|ISL000033000|citsae|TLK|IS
3515|ISL000018000|citsae|VEY|IS
3516|ISL000010000|citsae|VPN|IS
3517|ITA000002000|citsae|AHO|IT
3518|ITA000008000|citsae|ALL|IT
3519|ITA000AOI000|citsae|AOI|IT
3520|ITA000AOT000|citsae|AOT|IT
3521|ITA000009000|citsae|AVB|IT
3522|ITA000BDS000|citsae|BDS|IT
3523|ITA000MIL000|citsae|MIL|IT
3524|ITA000BLQ000|citsae|BLQ|IT
3525|ITA000010000|citsae|BLX|IT
3526|CAN000BAR000|citsae|BRI|IT
3527|ITA000011000|citsae|BZO|IT
3528|ITA000CAG000|citsae|CAG|IT
3529|ITA000ROM000|citsae|ROM|IT
3530|ITA000022000|citsae|CIY|IT
3531|ITA000CRV000|citsae|CRV|IT
3532|ITA000CTA000|citsae|CTA|IT
3533|ITA000CUN000|citsae|CUF|IT
3534|ITA000024000|citsae|DCI|IT
3535|ITA000012000|citsae|EBA|IT
3536|ITA000FLR000|citsae|FLR|IT
3537|ITA000FOG000|citsae|FOG|IT
3538|ITA000018000|citsae|FRL|IT
3539|ITA000CAX000|citsae|GOA|IT
3540|ITA000020000|citsae|GRS|IT
3541|ITA000LCC000|citsae|LCC|IT
3542|ITA000003000|citsae|LCV|IT
3543|ITA000026000|citsae|LIU|IT
3544|ITA000019000|citsae|LMP|IT
3545|ITA000027000|citsae|NSY|IT
3546|ITA000007000|citsae|OLB|IT
3547|ITA000PEG000|citsae|PEG|IT
3548|ITA000PMO000|citsae|PMO|IT
3549|ITA000013000|citsae|PNL|IT
3550|ITA000006000|citsae|PSR|IT
3551|ITA000SAL000|citsae|QSR|IT
3552|ITA000025000|citsae|RAN|IT
3553|ITA000REG000|citsae|REG|IT
3554|ITA000001000|citsae|RMI|IT
3555|ITA000014000|citsae|SAY|IT
3556|ITA000015000|citsae|SUF|IT
3557|ITA000TAR000|citsae|TAR|IT
3558|ITA000TPS000|citsae|TPS|IT
3559|ITA000016000|citsae|TQR|IT
3560|ITA000TRS000|citsae|TRS|IT
3561|ITA000017000|citsae|TTB|IT
3562|ITA000UDN000|citsae|UDN|IT
3563|ITA000VCE000|citsae|VCE|IT
3564|ITA000005000|citsae|VIC|IT
3565|CAN000KGN000|citsae|KIN|JM
3566|JAM000003000|citsae|MBJ|JM
3567|JAM000001000|citsae|OCJ|JM
3568|JAM000002000|citsae|POT|JM
3569|JOR0000AM000|citsae|AMM|JO
3570|JOR0000AQ000|citsae|AQJ|JO
3571|JOR0000MN000|citsae|MPQ|JO
3572|JOR0000MF000|citsae|OMF|JO
3573|JPN000091000|citsae|AGJ|JP
3574|JPN000063000|citsae|AKJ|JP
3575|JPN000002000|citsae|AOJ|JP
3576|JPN000064000|citsae|ASJ|JP
3577|JPN000005000|citsae|AXT|JP
3578|JPN000065000|citsae|BPU|JP
3579|JPN000047000|citsae|OKA|JP
3580|JPN000018000|citsae|FKJ|JP
3581|JPN000007000|citsae|FKS|JP
3582|JPN000022000|citsae|QSZ|JP
3583|JPN000092000|citsae|FUJ|JP
3584|JPN000040000|citsae|FUK|JP
3585|JPN000006000|citsae|GAJ|JP
3586|JPN000093000|citsae|HAC|JP
3587|JPN000056000|citsae|HHE|JP
3588|JPN000034000|citsae|HIJ|JP
3589|JPN000052000|citsae|HKD|JP
3590|JPN000094000|citsae|HNA|JP
3591|JPN000013000|citsae|TYO|JP
3592|JPN000041000|citsae|HSG|JP
3593|JPN000095000|citsae|HTR|JP
3594|JPN000066000|citsae|IEJ|JP
3595|JPN000065000|citsae|IHA|JP
3596|JPN000058000|citsae|IKI|JP
3597|JPN000055000|citsae|ISG|JP
3598|JPN000096000|citsae|IWJ|JP
3599|JPN000062000|citsae|IWO|JP
3600|JPN000049000|citsae|IZO|JP
3601|JPN000039000|citsae|KCZ|JP
3602|JPN000053000|citsae|KIJ|JP
3603|JPN000027000|citsae|OSA|JP
3604|JPN000050000|citsae|KJP|JP
3605|JPN000059000|citsae|KKJ|JP
3606|JPN000051000|citsae|KKX|JP
3607|JPN000045000|citsae|KMI|JP
3608|JPN000043000|citsae|KMJ|JP
3609|JPN000058000|citsae|KMQ|JP
3610|JPN000046000|citsae|KOJ|JP
3611|JPN000052000|citsae|KTD|JP
3612|JPN000061000|citsae|KUH|JP
3613|JPN000059000|citsae|KUJ|JP
3614|JPN000053000|citsae|KUM|JP
3615|JPN000054000|citsae|MBE|JP
3616|JPN000066000|citsae|MMB|JP
3617|JPN000067000|citsae|MMD|JP
3618|JPN000060000|citsae|MMJ|JP
3619|JPN000056000|citsae|MMY|JP
3620|JPN000068000|citsae|MSJ|JP
3621|JPN000063000|citsae|MUS|JP
5431|SDN000013000|citsae|DNX|SD
5432|SDN000001000|citsae|DOG|SD
5433|SDN000002000|citsae|EBD|SD
5434|SDN000012000|citsae|EDB|SD
5435|SDN000003000|citsae|EGN|SD
5436|SDN000004000|citsae|ELF|SD
5437|SDN000015000|citsae|GBU|SD
5438|SDN000016000|citsae|GSU|SD
5439|SDN000010000|citsae|JUB|SD
5440|SDN000KRT000|citsae|KRT|SD
5441|SDN000017000|citsae|KSL|SD
5442|SDN000018000|citsae|KST|SD
5443|SDN000011000|citsae|MAK|SD
5444|SDN000005000|citsae|MWE|SD
5445|SDN000021000|citsae|NHF|SD
5446|SDN000014000|citsae|NUD|SD
5447|SDN000006000|citsae|PZU|SD
5448|SDN000019000|citsae|RSS|SD
5449|SDN000007000|citsae|UYL|SD
5450|SDN000008000|citsae|WHF|SD
5451|SDN000009000|citsae|WUU|SD
5452|SWE000022000|citsae|AGH|SE
5453|SWE000006000|citsae|AJR|SE
5454|SWE0000AB000|citsae|STO|SE
5455|SWE000007000|citsae|BLE|SE
5456|SWE000039000|citsae|EKT|SE
5457|SWE000023000|citsae|EVG|SE
5458|SWE000024000|citsae|GEV|SE
5459|SWE000025000|citsae|HAD|SE
5460|SWE000026000|citsae|HFS|SE
5461|SWE000027000|citsae|HLF|SE
5462|RUS000047000|citsae|MMA|SE
5463|SWE000028000|citsae|HMV|SE
5464|SWE000038000|citsae|HUV|SE
5465|SWE000043000|citsae|IDB|SE
5466|SWE000029000|citsae|JKG|SE
5467|SWE000040000|citsae|JLD|SE
5468|SWE000037000|citsae|JSO|SE
5469|SWE000030000|citsae|KID|SE
5470|SWE00000H000|citsae|KLR|SE
5471|SWE000031000|citsae|KRF|SE
5472|SWE000032000|citsae|KRN|SE
5473|SWE000003000|citsae|KSD|SE
5474|SWE000033000|citsae|KSK|SE
5475|SWE000034000|citsae|KVB|SE
5476|SWE000044000|citsae|LDK|SE
5477|SWE000035000|citsae|LLA|SE
5478|SWE000001000|citsae|LPI|SE
5479|SWE000036000|citsae|LYC|SE
5480|TUR000MUG000|citsae|MXX|SE
5481|SWE000008000|citsae|NRK|SE
5482|SWE000004000|citsae|OER|SE
5483|SWE00000T000|citsae|ORB|SE
5484|SWE000009000|citsae|OSD|SE
5485|SWE000010000|citsae|OSK|SE
5486|SWE000011000|citsae|PJA|SE
5487|SWE000005000|citsae|RNB|SE
5488|SWE000012000|citsae|SDL|SE
5489|SWE000013000|citsae|SFT|SE
5490|SWE000014000|citsae|SOO|SE
5491|SWE000015000|citsae|SQO|SE
5492|SWE000016000|citsae|THN|SE
5493|SWE000017000|citsae|TYF|SE
5494|SWE000018000|citsae|UME|SE
5495|SWE000019000|citsae|VBY|SE
5496|SWE000020000|citsae|VHM|SE
5497|SWE000041000|citsae|VVK|SE
5498|SWE000021000|citsae|VXO|SE
5499|SGP000000000|citsae|SIN|SG
5500|SVN000001000|citsae|MBX|SI
5501|SVN000002000|citsae|POW|SI
5502|SVK000BTS000|citsae|BTS|SK
5503|SVK000RIL000|citsae|ILZ|SK
5504|SVK000KOR000|citsae|KSC|SK
5505|SVK000002000|citsae|LUE|SK
5506|SVK000POV000|citsae|POV|SK
5507|SVK000003000|citsae|PZY|SK
5508|SVK000001000|citsae|SLD|SK
5509|SLE000001000|citsae|BTE|SL
5510|SLE000004000|citsae|DSL|SL
5511|SLE000003000|citsae|GBK|SL
5512|SLE000005000|citsae|KBA|SL
5513|SLE000002000|citsae|KBS|SL
5514|SLE000006000|citsae|KEN|SL
5515|SLE000007000|citsae|SRK|SL
5516|SLE000008000|citsae|WYE|SL
5517|SEN000001000|citsae|CSK|SN
5518|SEN0000DA000|citsae|DKR|SN
5519|SEN0000KO000|citsae|KDA|SN
5520|SEN000004000|citsae|KGG|SN
5521|SEN0000KA000|citsae|KLC|SN
5522|SEN0000MA000|citsae|MAX|SN
5523|SEN000005000|citsae|NIK|SN
5524|SEN000003000|citsae|POD|SN
5525|SEN000002000|citsae|RDT|SN
5526|SEN000006000|citsae|SMY|SN
5527|SEN0000TA000|citsae|TUD|SN
5528|SEN0000SL000|citsae|XLS|SN
5529|SEN0000ZI000|citsae|ZIG|SN
5530|SOM000001000|citsae|ALU|SO
5531|SOM000002000|citsae|BBO|SO
5532|SOM000003000|citsae|BIB|SO
5533|SOM000004000|citsae|BSA|SO
5534|SOM000005000|citsae|BSY|SO
5535|SOM000006000|citsae|BUO|SO
5536|SOM000007000|citsae|BXX|SO
5537|SOM000012000|citsae|CMO|SO
5538|SOM000020000|citsae|CMS|SO
5539|SOM000017000|citsae|CXN|SO
5540|SOM000011000|citsae|ERA|SO
5541|SOM000014000|citsae|GBM|SO
5542|SOM000016000|citsae|GGR|SO
5543|SOM000008000|citsae|GLK|SO
5544|SOM000015000|citsae|GSR|SO
5545|SOM000010000|citsae|HCM|SO
5546|SOM000009000|citsae|HGA|SO
5547|SOM000013000|citsae|KMU|SO
5548|SOM000019000|citsae|LGX|SO
5549|SOM000018000|citsae|LKR|SO
5550|SUR000001000|citsae|AAJ|SR
5551|SUR000002000|citsae|ABN|SR
5552|SUR000010000|citsae|AGI|SR
5553|SUR000013000|citsae|DOE|SR
5554|SUR000003000|citsae|DRJ|SR
5555|SUR000012000|citsae|ICK|SR
5556|SUR000004000|citsae|KCB|SR
5557|SUR000005000|citsae|LDO|SR
5558|SUR000006000|citsae|MOJ|SR
5559|SUR000007000|citsae|OEM|SR
5560|SUR0000PM000|citsae|PBM|SR
5561|SUR000008000|citsae|SMZ|SR
5562|SUR000009000|citsae|TOT|SR
5563|SUR000011000|citsae|WSO|SR
5564|STP000002000|citsae|PGP|ST
5565|STP000001000|citsae|TMS|ST
5566|SLV0000SS000|citsae|SAL|SV
5567|SYR0000HL000|citsae|ALP|SY
5568|SYR0000DI000|citsae|DAM|SY
5569|SYR0000QA000|citsae|KAC|SY
5570|SYR0000LA000|citsae|LTK|SY
5571|SYR000001000|citsae|PMS|SY
5572|SYR000002000|citsae|SOR|SY
5573|TCA000004000|citsae|GDT|TC
5574|TCA000005000|citsae|MDS|TC
5575|TCA000006000|citsae|PIC|TC
5576|TCA000001000|citsae|PLS|TC
5577|TCA000002000|citsae|SLX|TC
5578|TCA000003000|citsae|XSC|TC
5579|TCD000003000|citsae|AEH|TD
5580|TCD000017000|citsae|AKM|TD
5581|GUM000001000|citsae|AMC|TD
5582|TCD000010000|citsae|AMO|TD
5583|TCD000004000|citsae|AOD|TD
5584|TCD000001000|citsae|ATV|TD
5585|TCD000002000|citsae|BKR|TD
5586|TCD000008000|citsae|FYT|TD
5587|TCD000009000|citsae|LTC|TD
5588|TCD000011000|citsae|MEF|TD
5589|TCD000012000|citsae|MQQ|TD
5590|TCD000013000|citsae|MVO|TD
5591|TCD000005000|citsae|OGR|TD
5592|TCD000006000|citsae|OTC|TD
5593|TCD000016000|citsae|OUM|TD
5594|TCD000007000|citsae|OUT|TD
5595|TCD000014000|citsae|PLF|TD
5596|TCD000015000|citsae|SRH|TD
5597|TGO000001000|citsae|LRL|TG
5598|THA000031000|citsae|BFV|TH
5599|THA000010000|citsae|BKK|TH
5600|THA000057000|citsae|CEI|TH
5601|THA000006000|citsae|CJM|TH
5602|THA000050000|citsae|CNX|TH
5603|THA000004000|citsae|HDY|TH
5604|THA000058000|citsae|HGN|TH
5605|THA000111000|citsae|HHQ|TH
5606|THA000001000|citsae|HKT|TH
5607|THA000081000|citsae|KBV|TH
5608|THA000040000|citsae|KKC|TH
5609|THA000016000|citsae|KKM|TH
5610|THA000073000|citsae|KOP|TH
5611|THA000042000|citsae|LOE|TH
5612|THA000112000|citsae|LPT|TH
5613|THA000113000|citsae|MAQ|TH
5614|THA000007000|citsae|NAK|TH
5615|THA000114000|citsae|NAW|TH
5616|THA000055000|citsae|NNT|TH
5617|THA000080000|citsae|NST|TH
5618|THA000094000|citsae|PAN|TH
5619|THA000065000|citsae|PHS|TH
5620|THA000076000|citsae|PHY|TH
5621|THA000117000|citsae|PMM|TH
5622|THA000008000|citsae|PRH|TH
5623|THA000045000|citsae|ROI|TH
5624|THA000090000|citsae|SGZ|TH
5625|THA000009000|citsae|SNO|TH
5626|THA000064000|citsae|THS|TH
5627|THA000118000|citsae|TKH|TH
5628|THA000005000|citsae|TKT|TH
5629|THA000092000|citsae|TST|TH
5630|THA000108000|citsae|UBP|TH
5631|THA000109000|citsae|UNN|TH
4024|MMR000022000|citsae|PAA|MM
4025|MMR000023000|citsae|PAU|MM
4026|MMR000009000|citsae|PBU|MM
4027|MMR000033000|citsae|PKK|MM
4028|MMR000036000|citsae|PPU|MM
4029|MMR000024000|citsae|PRU|MM
4030|MMR000010000|citsae|SNW|MM
4031|MMR000011000|citsae|THL|MM
4032|MMR000037000|citsae|TIO|MM
4033|MMR000012000|citsae|TVY|MM
4034|MMR000039000|citsae|XYE|MM
4035|MNG000002000|citsae|BYN|MN
4036|MNG000002000|citsae|COQ|MN
4037|MNG000003000|citsae|DLZ|MN
4038|MNG000015000|citsae|ERT|MN
4039|MNG000017000|citsae|HJT|MN
4040|MNG000043000|citsae|HVD|MN
4041|MNG000012000|citsae|KHR|MN
4042|MNG000013000|citsae|LTI|MN
4043|MNG000004000|citsae|MXV|MN
4044|MNG000005000|citsae|MXW|MN
4045|MNG000014000|citsae|TSZ|MN
4046|MNG000006000|citsae|UGA|MN
4047|MNG000007000|citsae|ULG|MN
4048|MNG000001000|citsae|ULN|MN
4049|MNG000008000|citsae|ULO|MN
4050|MNG000009000|citsae|ULZ|MN
4051|MNG000010000|citsae|UNR|MN
4052|MNG000011000|citsae|UUN|MN
4053|CHN082000000|citsae|MFM|MO
4054|MNP000001000|citsae|ROP|MP
4055|MNP000002000|citsae|TIQ|MP
4056|MRT000008000|citsae|AEO|MR
4057|MRT000001000|citsae|ATR|MR
4058|MRT000002000|citsae|BGH|MR
4059|MRT000017000|citsae|CGT|MR
4060|MRT000003000|citsae|EMN|MR
4061|MRT000013000|citsae|FGD|MR
4062|MRT000014000|citsae|KED|MR
4063|MRT000009000|citsae|KFA|MR
4064|MRT000011000|citsae|LEG|MR
4065|MRT000015000|citsae|MBR|MR
4066|MRT000016000|citsae|MOM|MR
4067|MRT000004000|citsae|NDB|MR
4068|MRT000010000|citsae|NKC|MR
4069|MRT000012000|citsae|OTL|MR
4070|MRT000005000|citsae|OUZ|MR
4071|MRT000006000|citsae|SEY|MR
4072|MRT000019000|citsae|THI|MR
4073|MRT000018000|citsae|THT|MR
4074|MRT000007000|citsae|TIY|MR
4075|MRT000020000|citsae|TMD|MR
4076|MLT000001000|citsae|GZM|MT
4077|MLT000002000|citsae|JCO|MT
4078|MLT000000000|citsae|MLA|MT
4079|MUS000000000|citsae|MRU|MU
4080|MUS000001000|citsae|RRG|MU
4081|MDV000003000|citsae|GAN|MV
4082|MDV000001000|citsae|KDM|MV
4083|MDV000002000|citsae|KDO|MV
4084|MDV000MAL000|citsae|MLE|MV
4085|MWI000001000|citsae|BLZ|MW
4086|MWI000012000|citsae|CEH|MW
4087|MWI000002000|citsae|CMK|MW
4088|MWI000005000|citsae|DWA|MW
4089|MWI000006000|citsae|KBQ|MW
4090|MWI000004000|citsae|KGJ|MW
4091|MWI000007000|citsae|LIX|MW
4092|MWI000011000|citsae|LMB|MW
4093|MWI000009000|citsae|MAI|MW
4094|MWI000010000|citsae|MYZ|MW
4095|MWI000003000|citsae|ZZU|MW
4096|MEX000ACA000|citsae|ACA|MX
4097|MEX000041000|citsae|ACN|MX
4098|MEX000029000|citsae|AGU|MX
4099|MEX000005000|citsae|AJS|MX
4100|MEX000006000|citsae|AZG|MX
4101|MEX000MEX000|citsae|MEX|MX
4102|MEX000007000|citsae|BHL|MX
4103|ESP000LEN000|citsae|BJX|MX
4104|MEX000008000|citsae|CEN|MX
4105|MEX000009000|citsae|CJS|MX
4106|MEX000010000|citsae|CJT|MX
4107|MEX000COL000|citsae|CLQ|MX
4108|MEX000011000|citsae|CME|MX
4109|MEX000044000|citsae|CNA|MX
4110|MEX000012000|citsae|CPE|MX
4111|MEX000CTM000|citsae|CTM|MX
4112|MEX000045000|citsae|CUA|MX
4113|MEX000CUL000|citsae|CUL|MX
4114|MEX000001000|citsae|CUN|MX
4115|MEX000CHH000|citsae|CUU|MX
4116|MEX000CVC000|citsae|CVJ|MX
4117|MEX000VIC000|citsae|CVM|MX
4118|MEX000013000|citsae|CZA|MX
4119|MEX000014000|citsae|CZM|MX
4120|MEX000DUR000|citsae|DGO|MX
4121|MEX000037000|citsae|ESE|MX
4122|ESP000GUA000|citsae|GDL|MX
4123|MEX000030000|citsae|GUB|MX
4124|MEX000031000|citsae|GYM|MX
4125|MEX000HMO000|citsae|HMO|MX
4126|MEX000032000|citsae|HUX|MX
4127|MEX000035000|citsae|ISJ|MX
4128|MEX000057000|citsae|IZT|MX
4129|GTM0000JA000|citsae|JAL|MX
4130|BOL000LPB000|citsae|LAP|MX
4131|MEX000LMM000|citsae|LMM|MX
4132|MEX000038000|citsae|LOM|MX
4133|MEX000LOV000|citsae|LOV|MX
4134|PER0000LO000|citsae|LTO|MX
4135|MEX000033000|citsae|LZC|MX
4136|MEX000MAM000|citsae|MAM|MX
4137|MEX000MID000|citsae|MID|MX
4138|MEX000MLM000|citsae|MLM|MX
4139|MEX000048000|citsae|MMC|MX
4140|MEX000015000|citsae|MTT|MX
4141|MEX000MTY000|citsae|MTY|MX
4142|MEX000049000|citsae|MUG|MX
4143|MEX000MXL000|citsae|MXL|MX
4144|MEX000016000|citsae|MZT|MX
4145|MEX000056000|citsae|NCG|MX
4146|MEX000017000|citsae|NLD|MX
4147|MEX000NOG000|citsae|NOG|MX
4148|MEX000OAX000|citsae|OAX|MX
4149|MEX000018000|citsae|PAZ|MX
4150|MEX000PUE000|citsae|PBC|MX
4151|MEX000003000|citsae|PCM|MX
4152|MEX000047000|citsae|PCO|MX
4153|MEX000039000|citsae|PCV|MX
4154|MEX000019000|citsae|PDS|MX
4155|MEX000050000|citsae|PPE|MX
4156|MEX000036000|citsae|PQM|MX
4157|MEX000PVR000|citsae|PVR|MX
4158|MEX000020000|citsae|PXM|MX
4159|MEX000021000|citsae|QRO|MX
4160|MEX000REX000|citsae|REX|MX
4161|MEX000022000|citsae|SCX|MX
4162|MEX000040000|citsae|SFH|MX
4163|MEX000054000|citsae|SGM|MX
4164|MEX000023000|citsae|SJD|MX
4165|MEX000024000|citsae|SLP|MX
4166|MEX000025000|citsae|SLW|MX
4167|MEX000051000|citsae|SNQ|MX
4168|MEX000053000|citsae|SRL|MX
4169|MEX000TAM000|citsae|TAM|MX
4170|MEX000TAP000|citsae|TAP|MX
4171|MEX000TCN000|citsae|TCN|MX
4172|MEX000026000|citsae|TGZ|MX
4173|MEX000TPQ000|citsae|TPQ|MX
4174|MEX000TRC000|citsae|TRC|MX
4175|MEX000055000|citsae|TSL|MX
4176|MEX000034000|citsae|TUY|MX
4177|MEX000043000|citsae|TZM|MX
4178|MEX000052000|citsae|UAC|MX
4179|MEX000027000|citsae|UPN|MX
4180|MEX000VER000|citsae|VER|MX
4181|MEX000046000|citsae|VIB|MX
4182|MEX000004000|citsae|VSA|MX
4183|MEX000042000|citsae|XAL|MX
4184|MEX000ZAC000|citsae|ZCL|MX
4185|MEX000002000|citsae|ZIH|MX
4186|MEX000028000|citsae|ZLO|MX
4187|ESP000ZMR000|citsae|ZMM|MX
4188|MYS000001000|citsae|AOR|MY
4189|MYS000008000|citsae|BBN|MY
4190|MYS000004000|citsae|BKI|MY
4191|MYS000009000|citsae|BKM|MY
4192|MYS000010000|citsae|BLG|MY
4193|MYS000037000|citsae|BSE|MY
4194|MYS0SRBTU000|citsae|BTU|MY
4195|MYS000011000|citsae|BWH|MY
4196|MYS000033000|citsae|GSA|MY
4197|MYS0PKIPH000|citsae|IPH|MY
4198|MYS0JHJHB000|citsae|JHB|MY
4199|MYS0KNKBR000|citsae|KBR|MY
4200|MYS0SRKCH000|citsae|KCH|MY
4201|MYS000026000|citsae|KGU|MY
4202|MYS0SRKPI000|citsae|KPI|MY
4203|MYS000027000|citsae|KTE|MY
4204|MYS0PGKUA000|citsae|KUA|MY
4205|MYS000016000|citsae|KUD|MY
4206|MYS0KL000000|citsae|KUL|MY
4207|MYS000035000|citsae|LAC|MY
4208|MYS000017000|citsae|LBP|MY
4209|MYS000003000|citsae|LBU|MY
4210|MYS000002000|citsae|LDU|MY
4211|MYS000018000|citsae|LGL|MY
4212|MYS000020000|citsae|LMN|MY
4213|MYS000031000|citsae|LSM|MY
4214|MYS000032000|citsae|LSU|MY
4215|MYS000021000|citsae|LWY|MY
4216|MYS0JHMEP000|citsae|MEP|MY
4217|MYS000022000|citsae|MKM|MY
4218|MYS0ML000000|citsae|MKZ|MY
4219|MYS000012000|citsae|MUR|MY
4220|MYS000007000|citsae|MYY|MY
4221|MYS000013000|citsae|MZV|MY
4222|MYS000014000|citsae|ODN|MY
4223|MYS000034000|citsae|PAY|MY
4224|MYS0PHPEN000|citsae|PEN|MY
4225|MYS000005000|citsae|PKG|MY
4226|MYS000024000|citsae|RNU|MY
4227|MYS0SRSBW000|citsae|SBW|MY
4228|MYS0SBSDK000|citsae|SDK|MY
4229|MYS000030000|citsae|SGG|MY
4230|MYS0SBSMM000|citsae|SMM|MY
4231|MYS000038000|citsae|SPE|MY
4232|MYS000039000|citsae|SPT|MY
4233|MYS000025000|citsae|SWY|MY
4234|MYS000036000|citsae|SXS|MY
4235|MYS000028000|citsae|SXT|MY
4236|MYS000040000|citsae|TEL|MY
4237|MYS0TRTGG000|citsae|TGG|MY
4238|MYS000015000|citsae|TMG|MY
4239|MYS000006000|citsae|TOD|MY
4240|MYS0PKTPG000|citsae|TPG|MY
4241|MYS0SBTAW000|citsae|TWU|MY
4242|MOZ000001000|citsae|AME|MZ
4243|MOZ000013000|citsae|ANO|MZ
4244|MOZ000002000|citsae|APL|MZ
4245|MOZ000003000|citsae|BCW|MZ
4246|MOZ000004000|citsae|BEW|MZ
4247|MOZ000005000|citsae|BJN|MZ
4248|MOZ000006000|citsae|BZB|MZ
4249|MOZ000017000|citsae|CMZ|MZ
4250|MOZ000018000|citsae|FXO|MZ
4251|MOZ000037000|citsae|IBO|MZ
4252|MOZ000038000|citsae|IMG|MZ
4253|MOZ000036000|citsae|INE|MZ
4254|MOZ000012000|citsae|INH|MZ
4255|MOZ000019000|citsae|LBM|MZ
4256|ITA000PMF000|citsae|LMZ|MZ
4257|MOZ000021000|citsae|MFW|MZ
4258|MOZ000014000|citsae|MJS|MZ
4259|MOZ000024000|citsae|MMW|MZ
4260|MOZ000027000|citsae|MNC|MZ
4261|MOZ000023000|citsae|MTU|MZ
4262|MOZ000026000|citsae|MUD|MZ
4263|MOZ000025000|citsae|MZB|MZ
4264|MOZ000028000|citsae|NND|MZ
4265|MOZ000034000|citsae|NTC|MZ
4266|MOZ000029000|citsae|PEB|MZ
4267|MOZ000007000|citsae|POL|MZ
4268|MOZ000022000|citsae|RRM|MZ
4269|MOZ000033000|citsae|TGS|MZ
4270|MOZ000009000|citsae|UEL|MZ
4271|MOZ000032000|citsae|VJB|MZ
4272|MOZ000016000|citsae|VJQ|MZ
4273|MOZ000010000|citsae|VNX|MZ
4274|MOZ000035000|citsae|VPY|MZ
4275|MOZ000011000|citsae|VXC|MZ
4276|NAM000009000|citsae|ADI|NA
4277|NAM000001000|citsae|AIW|NA
4278|NAM000002000|citsae|BQI|NA
4279|NAM000023000|citsae|GFY|NA
4280|NAM000019000|citsae|GOG|NA
4281|NAM000022000|citsae|HAL|NA
4282|NAM000020000|citsae|KAS|NA
4283|NAM000024000|citsae|KMP|NA
4284|NAM000010000|citsae|LUD|NA
4285|NAM000026000|citsae|MJO|NA
4286|NAM000003000|citsae|MPA|NA
4287|NAM000027000|citsae|MQG|NA
4288|NAM000025000|citsae|NDU|NA
4289|NAM000013000|citsae|NNI|NA
4290|NAM000021000|citsae|OGV|NA
4291|NAM000017000|citsae|OHI|NA
4292|NAM000014000|citsae|OKF|NA
4293|NAM000004000|citsae|OKU|NA
4294|NAM000005000|citsae|OMD|NA
4295|NAM000028000|citsae|OMG|NA
4296|NAM000006000|citsae|OND|NA
4297|NAM000011000|citsae|OPW|NA
4298|NAM000015000|citsae|OTJ|NA
4299|NAM000016000|citsae|SWP|NA
4300|NAM000012000|citsae|SZM|NA
4301|NAM000029000|citsae|TCY|NA
4302|NAM000018000|citsae|TSB|NA
4303|NAM000008000|citsae|WVB|NA
4304|NCL000001000|citsae|BMY|NC
4305|NCL000005000|citsae|ILP|NC
4306|NCL000006000|citsae|KNQ|NC
4307|NCL000007000|citsae|KOC|NC
4308|NCL000008000|citsae|LIF|NC
4309|TKM00000M000|citsae|MEE|NC
4310|NCL000010000|citsae|PDC|NC
4311|NCL000009000|citsae|PUV|NC
4312|NCL000002000|citsae|TGJ|NC
4313|NCL000003000|citsae|TOU|NC
4314|NCL000004000|citsae|UVE|NC
4315|NER000AJY000|citsae|AJY|NE
4316|NER000MFQ000|citsae|MFQ|NE
