id|airport_code|code
958|MKY|AUS000006000
959|OST|BEL000001000
960|PDV|BGR000PDV000
961|MCZ|BRA000004000
962|NAT|BRA000005000
963|SSA|SLV000000000
964|YWS|CAN000004000
965|YJA|CAN000005000
966|YKA|CAN000006000
967|BRQ|CZE000001000
968|KLV|CZE0000KA000
969|AAH|DEU000007000
970|KSF|DEU000KAS000
971|MHG|DEU000MHG000
972|HRG|EGY000001000
973|SSH|EGY000002000
974|TCP|EGY000003000
975|RGS|ESP000BUR000
976|EAS|ESP000011000
977|GRO|ESP000GRO000
978|LEI|ESP000LEI000
979|RJL|ESP000012000
980|MJV|ESP000MJV000
981|ZAZ|ESP000ZAZ000
982|SUV|FJI000001000
983|URO|FRA000URO000
984|CVT|GBRENGCOV000
985|GLO|GBR000009000
986|HRT|GBR000010000
987|LDY|GBR000011000
988|NQY|GBR000012000
989|PLH|GBRENGPLY000
990|RHO|GRC000002000
991|BTH|IDN000012000
992|KKY|IRL0000KK000
993|HFA|ISR000HFA000
994|GOI|IND000006000
995|JSA|IND000007000
996|VNS|IND000008000
997|AHO|ITA000002000
998|LCV|ITA000003000
999|PEG|ITA000PEG000
1000|PMO|ITA000PMO000
1001|GBN|ITA000004000
1002|VIC|ITA000005000
1003|KDW|LKA000KAN000
1004|KDZ|LKA000KAN000
1005|FEZ|MAR000FES000
1006|RBA|MAR000RSA000
1007|TNG|MAR000TGR000
1008|ZIH|MEX000002000
1009|NTR|MEX000MTY000
1010|MTY|MEX000MTY000
1011|PCM|MEX000003000
1012|TOS|NOR000025000
1013|TWZ|NZL000002000
1014|MON|NZL000002000
1015|GTN|NZL000002000
1016|TEU|NZL000003000
1017|TUO|NZL000004000
1018|AQP|PER0000AR000
1019|BGZ|PRT000001000
1020|CAT|BHS000001000
1021|CBP|PRT000002000
1022|CND|ROU0000CT000
1023|IAS|ROU0000IS000
1024|LPI|SWE000001000
1025|JMM|SWE000002000
1026|MMX|SWE000002000
1027|ORB|SWE00000T000
1028|PGA|USAAP0045000
1029|ONT|USAAP0046000
1030|JIO|USAAP0046000
1031|YXJ|CAN000007000
1032|PNQ|IND000009000
1033|HOQ|DEU000008000
1034|YQR|CAN000REG000
1035|LNK|USA0NELNK000
1036|YUY|CAN000008000
1037|COR|ARG000COR000
1038|BEO|AUSNSWNTL000
1039|PHJ|AUSNSWNTL000
1040|NTL|AUSNSWNTL000
1041|SOU|GBRENGSTH000
1042|NUU|KEN000NUU000
1043|YYG|CAN000CHA000
1044|ERI|USA0PAERI000
1045|AKC|USAAP0047000
1046|CAK|USAAP0047000
1047|MQT|USAAP0048000
1048|MKG|USA0MIMKG000
1049|ORE|FRA000ORR000
1050|TLH|USA0FLTLH000
1051|SHO|KOR000002000
1052|IOM|GBR000013000
1053|EUG|USA0OREUG000
1054|KSD|SWE000003000
1055|FWA|USAAP0049000
1056|SMD|USAAP0049000
1057|DBV|HRV000022000
1058|UFA|RUS000UFA000
1059|DOK|UKR000003000
1060|ERF|DEU000009000
1061|SVN|USAAP0050000
1062|SAV|USAAP0050000
1063|REG|ITA000REG000
1064|TXK|USAAP0051000
1065|MMJ|JPN000060000
1066|OSR|CZE000002000
1067|KGD|RUS000KGD000
1068|BDQ|IND000010000
1069|KUH|JPN000061000
1070|CKB|USAAP0052000
1071|VSA|MEX000004000
1072|MPK|KOR048MOK000
1073|HPN|USAAP0053000
1074|WNA|USAAP0054000
1075|NSN|NZL000005000
1076|CHO|USAAP0055000
1077|UBJ|JPN000062000
1078|PLB|USAAP0056000
1079|ATW|USAAP0057000
1080|BTS|SVK000BTS000
1081|KMJ|JPN000043000
1082|PIA|USA0ILPLA000
1083|MWX|KOR000003000
1084|BDA|BMU000000000
1085|BZG|POL000BZG000
1086|RSU|KOR000004000
1087|GMN|NZL000GMN000
1088|BZN|USAAP0058000
1089|BFL|USAAP0059000
1090|EGE|USA0COVAC000
1091|WHR|USA0COVAC000
1092|MPH|PHL000003000
1093|ENI|PHL000004000
1094|KLR|SWE00000H000
1095|ABX|AUS000007000
1096|CUD|AUS000008000
1097|JFM|AUS000009000
1098|PUG|AUS0SAPUG000
1099|SRN|AUS000010000
1100|MQZ|AUS000011000
1101|LAP|MEX000LAP000
1102|KFS|TUR000008000
1103|PTF|FJI000002000
1104|CMR|FRA000026000
1105|IFN|IRN000001000
1106|PSR|ITA000006000
1107|SLU|LCA000000000
1108|UVF|LCA000000000
1109|RIX|LVA000RGA000
1110|MDL|MMR000001000
1111|VBC|MMR000001000
1112|SIG|ARG000UAQ000
1113|SJU|ARG000UAQ000
1114|PRM|PRT000003000
1115|SCV|ROU0000SU000
1116|PLZ|ZAF000PLZ000
1117|JWO|KOR045CHU000
1118|YXU|CAN000LOD000
1119|OLB|ITA000007000
1120|OSS|KGZ00000O000
1121|NPL|NZL000006000
1122|OER|SWE000004000
1123|MLU|USAAP0060000
1124|ASE|USA0COASE000
1125|AZO|USAAP0061000
1126|CJB|IND000CJB000
1127|DYU|TJK000DYU000
1128|YQG|CAN000WDR000
1129|LAN|USA0MILAN000
1130|GAY|IND000011000
1131|AER|RUS000004000
1132|AMK|USA0NMDRO000
1133|DRO|USA0NMDRO000
1134|ARM|AUS000012000
1135|MLB|USA0FLMLB000
1136|BTV|USA0VTBTV000
1137|PWM|USA0ORTTD000
1138|LOZ|USA0PALOZ000
1139|TOL|USA0OHTOL000
1140|TDZ|USA0OHTOL000
1141|TDO|USA0OHTOL000
1142|TOW|BLZ0000TO000
1143|YGK|CAN000009000
1144|CHS|USA0SCCHS000
1145|ODB|ESP000ODB000
1146|NIC|CYP000008000
1147|EBL|IRQ000001000
1148|KDH|AFG000KDH000
1149|MHD|IRN000002000
1150|CEK|RUS000CHE000
1151|URA|KAZ000001000
1152|SVX|RUS000005000
1153|YAO|CMR000001000
1154|NSI|CMR000001000
1155|ELS|ZAF000ELS000
1156|ZNZ|TZA0000ZN000
1157|KJA|RUS000006000
1158|MRV|RUS000007000
1159|TJM|RUS000TYU000
1160|ABA|RUS000ABA000
1161|PKC|RUS000008000
1162|YKS|RUS000009000
1163|VOG|RUS000VOG000
1164|ASF|RUS000AST000
1165|NJC|RUS000010000
1166|BAX|RUS000011000
1167|KEJ|RUS000KEM000
1168|DHN|USAAP0062000
1169|FAI|USA0AKFAI000
1170|FBK|USA0AKFAI000
1171|EIL|USA0AKFAI000
1172|MTX|USA0AKFAI000
1173|CIC|USAAP0063000
1174|YQM|CAN000010000
1175|HKS|USA0MSJAN000
1176|JAN|USA0MSJAN000
1177|DAB|USAAP0064000
1178|CWA|USA0WIAUW000
1179|AUW|USA0WIAUW000
1180|YCD|CAN000011000
1181|ZNA|CAN000011000
1182|ALO|USAAP0065000
1183|GRJ|ZAF000001000
1184|HSG|JPN000041000
1185|RNB|SWE000005000
1186|AIV|USAAP0066000
1187|AIW|NAM000001000
1188|AIY|USAAP0067000
1189|ACY|USAAP0067000
1190|AJF|SAU000001000
1191|AJI|TUR000AGR000
1192|AJK|IRN000003000
1193|AJL|IND000AJL000
1194|AJR|SWE000006000
1195|AJS|MEX000005000
1196|AJU|BRA000006000
1197|AJY|NER000AJY000
1198|AKB|USAAP0068000
1199|AKD|IND000012000
1200|AKE|GAB000001000
1201|AKF|LBY000003000
1202|AKG|PNG000001000
1203|AKH|SAU000002000
1204|AKI|USAAP0069000
1205|AKJ|JPN000063000
1206|AKK|USAAP0070000
1207|AKN|USAAP0071000
1208|AKO|USAAP0072000
1209|AKP|USAAP0073000
1210|AKQ|IDN000013000
1211|AKR|NGA000003000
1212|AKT|CYP000009000
1213|AKV|CAN000012000
1214|AKW|IRN000004000
1215|AKY|MMR000002000
1216|ALE|USAAP0074000
1217|ALF|NOR000026000
1218|ALH|AUS0WAALH000
1219|ALI|USAAP0075000
1220|ALJ|ZAF000002000
1221|ALK|ETH000002000
1222|ALL|ITA000008000
1223|ALM|USAAP0076000
1224|HMN|USAAP0076000
1225|ALN|USA0ILALN000
1226|ALP|SYR0000HL000
1227|ALQ|BRA000007000
1228|ALR|NZL000007000
1229|ALS|USAAP0077000
1230|ALT|BRA000008000
1231|ALU|SOM000001000
1232|ALW|USAAP0078000
1233|ALX|USAAP0079000
1234|ALZ|USAAP0080000
1235|AMA|USAAP0081000
1236|TDW|USAAP0081000
1237|AMB|MDG000001000
1238|AMC|GUM000001000
1239|AME|MOZ000001000
1240|AMF|PNG000002000
1241|AMG|PNG000003000
1242|AMH|ETH000003000
1243|AMJ|BRA000009000
1244|AMN|USAAP0082000
1245|AMP|MDG000002000
1246|AMQ|IDN000014000
1247|AMT|AUS000013000
1248|AMU|PNG000004000
1249|AMV|RUS000012000
1250|AMW|USAAP0083000
1251|AMX|AUS000014000
1252|AMY|MDG000003000
1253|AMZ|NZL000008000
1254|ANA|USAAP0084000
1255|ANB|USAAP0085000
1256|RLI|USAAP0085000
1257|AND|USAAP0086000
1258|ANG|FRA000027000
1259|ANI|USAAP0087000
1260|ANM|MDG000004000
1261|ANP|USAAP0088000
1262|ANS|PER000001000
1263|ANV|USAAP0089000
1264|ANW|USAAP0090000
1265|ANX|NOR000027000
1266|ANY|USAAP0091000
1267|ANZ|AUS000015000
1268|AOA|PNG000005000
1269|AOB|PNG000006000
1270|AOC|DEU000010000
1271|AOJ|JPN000002000
1272|AOK|GRC000003000
1273|AON|PNG000007000
1274|AOO|USAAP0092000
1275|AOS|USAAP0093000
1276|AOT|ITA000AOT000
1277|AOU|LAO0000AT000
1278|APH|USAAP0094000
1279|API|COL000004000
1280|APK|PYF000001000
1281|APL|MOZ000002000
1282|APN|USAAP0095000
1283|APO|COL000005000
1284|APP|PNG000008000
1285|APQ|BRA000010000
1286|APS|BRA000011000
1287|APU|BRA000012000
1288|APV|USAAP0096000
1289|APY|BRA000013000
1290|AQA|BRA000014000
1291|AQI|SAU000003000
1292|AQJ|JOR0000AQ000
1293|AQM|BRA000015000
1294|AQY|USAAP0097000
1295|ARB|USAAP0098000
1296|ARC|USAAP0099000
1297|ARD|IDN000015000
1298|ARF|COL000006000
1299|ARH|RUS000ARK000
1300|ARI|CHL000001000
1301|ARJ|IDN000016000
1302|ARK|TZA0000AR000
1303|ARO|COL000007000
1304|ARP|PNG000009000
1305|ARQ|COL000008000
1306|ARS|BRA000016000
1307|ART|USAAP0100000
1308|ATY|USAAP0100000
1309|ARU|BRA000017000
1310|ARV|USAAP0101000
1311|ARW|ROU0000AR000
1312|ARX|USAAP0102000
1313|ARY|AUS000016000
1314|ASA|ETH000004000
1315|ASC|BOL000001000
1316|ASD|BHS000002000
1317|ASG|NZL000009000
1318|ASJ|JPN000064000
1319|ASO|ETH000005000
1320|ASQ|USA0TXAUS000
1321|AST|USAAP0103000
1322|ASV|KEN000001000
1323|ASX|USAAP0104000
1324|ASY|USAAP0105000
1325|ASZ|PNG000010000
1326|ATC|BHS000003000
1327|ATD|SLB000001000
1328|ATE|USAAP0106000
1329|ATF|ECU000002000
1330|ATG|PAK000001000
1331|ATI|URY0000AR000
1332|ATJ|MDG000005000
1333|ATK|USAAP0107000
1334|ATM|BRA000018000
1335|ATN|PNG000011000
1336|ATO|USAAP0108000
1337|ATP|PNG000012000
1338|ATQ|IND000013000
1339|ATR|MRT000001000
1340|ATS|USAAP0109000
1341|ATT|USAAP0110000
1342|ATU|USAAP0111000
1343|ATV|TCD000001000
1344|ATX|KAZ000002000
1345|ATZ|EGY000004000
1346|AUC|COL000ARA000
1347|AUD|AUS000017000
1348|AUE|EGY000005000
1349|AUF|FRA000028000
1350|AUG|USA0GAAUT000
1351|AUI|PNG000013000
1352|AUJ|PNG000014000
1353|AUK|USAAP0112000
1354|AUL|MHL000001000
1355|AUM|USA0TXAUS000
1356|AUN|USAAP0113000
1357|AUO|USAAP0113000
1358|AUP|PNG000015000
1359|AUQ|PYF000002000
1360|AUR|FRA000029000
1361|AUT|IDN000017000
1362|AUU|AUS000018000
1363|AUV|PNG000016000
1364|AUX|BRA000019000
1365|AUY|VUT000001000
1366|AUZ|USA0COAUX000
1367|AVB|ITA000009000
1368|AVG|AUS000019000
1369|AVI|CUB000008000
1370|AVL|USAAP0114000
1371|AVO|USAAP0115000
1372|AVP|USAAP0116000
1373|SCR|USAAP0116000
1374|WBW|USAAP0116000
1375|AVU|SLB000002000
1376|AWA|ETH000006000
1377|AWB|PNG000017000
1378|AWD|VUT000002000
1379|AWE|GAB000002000
1380|AWH|ETH000007000
1381|AWN|AUS000020000
1382|AWP|AUS000021000
1383|AWR|PNG000018000
1384|AWZ|IRN000005000
1385|AXB|USAAP0117000
1386|AXC|AUS000022000
1387|AXD|GRC000004000
1388|AXG|USAAP0118000
1389|AXL|ITA000ALE000
1390|AXM|COL000009000
1391|AXN|USA0VAAXN000
1392|AXP|BHS000004000
1393|AXR|PYF000003000
1394|AXU|ETH000008000
1395|AXX|USAAP0119000
1396|AYA|COL000010000
1397|AYC|PER0000AY000
1398|AYD|AUS000023000
1399|AYK|KAZ000003000
1400|AYL|AUS000024000
1401|AYO|PRY000001000
1402|AYP|PER0000AY000
1403|AYQ|AUS000025000
1404|AYR|AUS000026000
1405|AYU|PNG000019000
1406|AYW|IDN000018000
1407|AYZ|USAAP0120000
1408|AZB|PNG000020000
1409|AZD|IRN000006000
1410|AZG|MEX000006000
1411|AZN|UZB0000AN000
1412|AZR|DZA000ADR000
1413|AZZ|AGO000001000
1414|BAA|PNG000021000
1415|BAE|FRA000030000
1416|BAG|PHL000005000
1417|BAJ|PNG000022000
1418|BAL|TUR000009000
1419|BAM|USAAP0121000
1420|BAN|COD000004000
1421|BAP|PNG000023000
1422|BAQ|COL000011000
1423|BAS|SLB000003000
1424|BAT|BRA000020000
1425|JTC|BRA000021000
1426|BAW|GAB000003000
1427|BAY|ROU0000BM000
1428|BAZ|BRA000022000
1429|BBA|CHL000002000
1430|BBB|USAAP0122000
1431|BBC|USA0MIBCY000
1432|BBD|USAAP0123000
1433|BBF|USA0VTBTV000
1434|BBH|DEU000011000
1435|BBI|IND000BBI000
1436|BBJ|DEU000012000
1437|BBK|BWA000002000
1438|BBL|IRN000007000
1439|BBN|MYS000008000
1440|BBO|SOM000002000
1441|BBP|GBR000014000
1442|BBQ|ATG000001000
1443|BBS|GBR000015000
1444|BBW|USAAP0124000
1445|BBY|CAF000001000
1446|BCB|USAAP0125000
1447|BCC|USAAP0126000
1448|BCD|PHL000006000
1449|BCE|USAAP0127000
1450|BCF|CAF000002000
1451|BCG|GUY000001000
1452|BCH|IDN000019000
1453|BCI|AUS000027000
1454|BCJ|USAAP0128000
1455|BCK|AUS000028000
1456|BCL|CRI000001000
1457|BCM|ROU0000BA000
1458|BCO|ETH000009000
1459|BCP|PNG000024000
1460|BCQ|LBY000004000
1461|BCR|BRA000023000
1462|BCS|USAAP0129000
1463|BCT|USAAP0130000
1464|BCU|NGA000004000
1465|BCW|MOZ000003000
1466|BCX|RUS000013000
1467|BCY|ETH000010000
1468|BCZ|AUS000029000
1469|BDB|AUS000030000
1470|BDC|BRA000024000
1471|BDD|AUS000031000
1472|BDE|USAAP0131000
1473|BDF|USA0PABFD000
1474|BDG|USAAP0132000
1475|BDH|IRN000008000
1476|BDI|SYC000001000
1477|BDJ|IDN000020000
1478|BDM|TUR000010000
1479|BDN|PAK000002000
1480|BDP|NPL000001000
1481|BDR|USA0CTBDR000
1482|BDS|ITA000BDS000
1483|BDU|NOR000028000
1484|BDW|AUS000032000
1485|BDX|USAAP0133000
1486|BDY|USAAP0134000
1487|BDZ|PNG000025000
1488|BEA|PNG000026000
1489|BEB|GBR000016000
1490|BED|USAAP0135000
1491|BEE|AUS000033000
1492|BEH|USAAP0136000
1493|BEI|LBN0000BI000
1494|BEJ|IDN000021000
1495|BEK|IND000014000
1496|BEM|CAF000003000
1497|BEP|IND000015000
1498|BEQ|GBR000017000
1499|BET|USAAP0137000
1500|JBT|USAAP0137000
1501|BEU|AUS000034000
1502|BEV|ISR000BEV000
1503|BEW|MOZ000004000
1504|BEX|GBR000018000
1505|BEZ|KIR000001000
1506|BFA|PRY000002000
1507|BFC|AUS000035000
1508|BFD|USA0PABFD000
1509|BFE|DEU000013000
1510|BFF|USAAP0138000
1511|BFG|USAAP0139000
1512|BFN|ZAF000BFN000
1513|BFP|USAAP0140000
1514|BFQ|PAN000002000
1515|BFR|USAAP0135000
1516|BFT|USAAP0141000
1517|BFV|THA000031000
1518|BFX|CMR000002000
1519|BGA|COL000012000
1520|BGB|GAB000004000
1521|BGC|PRT000004000
1522|BGD|USAAP0142000
1523|BGE|USAAP0143000
1524|BGF|CAF000004000
1525|BGH|MRT000002000
1526|BGJ|ISL000001000
1527|BGK|BLZ000001000
1528|BGL|NPL000002000
1529|BGM|USAAP0144000
1530|BGN|DEU000014000
1531|BGP|GAB000005000
1532|BGQ|USAAP0145000
1533|BGT|USAAP0146000
1534|BGU|CAF000005000
1535|BGV|BRA000025000
1536|BGX|BRA000026000
1537|BHA|ECU000003000
1538|BHB|USAAP0147000
1539|BHC|USAAP0148000
1540|BHE|NZL000010000
1541|BHF|COL000013000
1542|BHG|HND000001000
1543|BHH|SAU000004000
1544|BHI|ARG000BHI000
1545|BHJ|IND000016000
1546|BHK|UZB0000BU000
1547|BHL|MEX000007000
1548|BHN|YEM000001000
1549|BHO|IND000BHO000
1550|BHP|NPL000003000
1551|BHQ|AUS000036000
1552|BHR|NPL000004000
1553|BHS|AUS000037000
1554|BHT|AUS000038000
1555|BHU|IND000017000
1556|BHV|PAK000003000
1557|CNF|BRA000027000
1558|PLU|BRA000027000
1559|BIB|SOM000003000
1560|BID|USAAP0149000
1561|BIE|USAAP0150000
1562|BIG|USAAP0151000
1563|BIH|USAAP0152000
1564|BII|MHL000002000
1565|BIJ|PNG000027000
1566|BIK|IDN000022000
1567|BIM|BHS000005000
1568|NSB|BHS000005000
1569|BIP|AUS000039000
1570|BIR|NPL000005000
1571|BIS|USA0NDBIS000
1572|BIT|NPL000006000
1573|BIU|ISL000002000
1574|BIV|CAF000006000
1575|BIW|AUS000040000
1576|BIX|USA0MSBIX000
1577|BIY|ZAF000003000
1578|BIZ|PNG000028000
1579|BJA|DZA000BJA000
1580|BJB|IRN000009000
1581|BJD|ISL000003000
1582|BJF|NOR000029000
1583|BJG|IDN000023000
1584|BJH|NPL000007000
1585|BJI|USAAP0153000
1586|BJK|IDN000024000
1587|BJN|MOZ000005000
1588|BJO|BOL000002000
1589|BJP|BRA000028000
1590|BJR|ETH000011000
1591|BJU|NPL000008000
1592|BJW|IDN000025000
1593|BJX|MEX000LEN000
1594|BJZ|ESP000BJZ000
1595|BKB|IND000018000
1596|BKC|USAAP0154000
1597|BKD|USAAP0155000
1598|BKE|USAAP0156000
1599|BKF|USAAP0157000
1600|BKH|USAAP0158000
1601|BKJ|GIN000BOK000
1602|BKM|MYS000009000
1603|BKP|AUS000041000
1604|BKQ|AUS000042000
1605|BKR|TCD000002000
1606|BKS|IDN000026000
1607|BKT|USAAP0159000
1608|BKU|MDG000006000
1609|BKW|USAAP0160000
1610|BKX|USAAP0161000
1611|BKY|COD000005000
1612|BKZ|TZA000001000
1613|BLA|ESP000BCN000
1614|BLB|PAN000003000
1615|BLC|CMR000003000
1616|BLD|USAAP0162000
1617|BLE|SWE000007000
1618|BLF|USAAP0163000
1619|BLG|MYS000010000
1620|BLH|USAAP0164000
1621|BLI|USAAP0165000
1622|BLJ|DZA000BAT000
1623|BLK|GBR000019000
1624|BLM|USAAP0166000
1625|BLN|AUS000043000
1626|BLO|ISL000004000
1627|BLP|PER000002000
1628|BLS|AUS000044000
1629|BLT|AUS000045000
1630|BLU|USAAP0167000
1631|BLV|USAAP0168000
1632|BLW|USAAP0169000
1633|BLX|ITA000010000
1634|BLY|IRL000003000
1635|BLZ|MWI000001000
1636|BMB|COD000006000
1637|BMC|USAAP0170000
1638|BMD|MDG000007000
1639|BMF|CAF000007000
1640|BMG|USA0ILBLO000
1641|BMH|PNG000029000
1642|BMJ|GUY000002000
1643|BMK|DEU000015000
1644|BML|USA0NHBML000
1645|BMM|GAB000006000
1646|BMN|IRQ000002000
1647|BMO|MMR000003000
1648|BMP|AUS000046000
1649|BMQ|KEN000002000
1650|BMR|DEU000016000
1651|BMS|BRA000029000
1652|BMU|IDN000027000
1653|BMV|VNM000004000
1654|BMX|USAAP0171000
1655|BMY|NCL000001000
1656|BMZ|BFA000BAM000
1657|BNB|COD000007000
1658|BNC|BOL000BEN000
1659|BND|IRN000010000
1660|BNF|USAAP0172000
1661|BNG|USAAP0173000
1662|BNI|NGA000005000
1663|BNK|AUS000047000
1664|BNL|USAAP0174000
1665|BNM|PNG000030000
1666|BNN|NOR000030000
1667|BNO|USAAP0175000
1668|BNP|PAK000004000
1669|BNQ|PHL000007000
1670|BNR|BFA000001000
1671|BNS|VEN00000E000
1672|BNT|PNG000031000
1673|BNU|BRA000030000
1674|BNV|PNG000032000
1675|BNW|USAAP0176000
1676|BNY|SLB000004000
1677|BNZ|PNG000033000
1678|BOA|COD000008000
1679|BOB|PYF000004000
1680|BOC|PAN000004000
1681|BOH|GBR000020000
1682|BOK|USAAP0161000
1683|BOL|GBR000021000
1684|BON|NLD000003000
1685|BOO|NOR000031000
1686|BOP|CAF000008000
1687|BOQ|PNG000034000
1688|BOT|PNG000035000
1689|BOU|FRA000031000
1690|BOV|PNG000036000
1691|BOW|USAAP0177000
1692|BOX|AUS000048000
1693|BOY|BFA000002000
1694|BOZ|CAF000009000
1695|BPA|USAAP0178000
1696|BPB|PNG000037000
1697|BPC|CMR000004000
1698|BPD|PNG000038000
1699|BPF|SLB000005000
1700|BPG|BRA000031000
1701|BPH|PHL000008000
1702|BPI|USAAP0179000
1703|BPK|PNG000039000
1704|BPS|BRA000032000
1705|BPU|JPN000065000
1706|BPY|MDG000008000
1707|BQA|PHL000009000
1708|BQI|NAM000002000
1709|BQL|AUS000049000
1710|BQN|PRI000001000
1711|BQQ|BRA000033000
1712|BQT|BLR0000BR000
1713|BQU|ZAF000PLZ000
1714|BQW|AUS000050000
1715|BRA|BRA000034000
1716|BRB|BRA000035000
1717|BRC|ARG000001000
1718|BRD|USAAP0180000
1719|BRH|PNG000040000
1720|BRJ|AUS000051000
1721|BRK|AUS000052000
1722|BRO|USAAP0181000
1723|BRP|PNG000041000
1724|BRR|GBR000022000
1725|BRT|AUS000053000
1726|BRV|DEU000017000
1727|BRW|USAAP0182000
1728|BRY|USAAP0183000
1729|BSA|SOM000004000
1730|BSC|COL000014000
1731|BSG|GNQ000001000
1732|BSI|USAAP0184000
1733|BSJ|AUS000054000
1734|BSK|DZA000BIS000
1735|BSM|USAAP0185000
1736|BSN|CAF000010000
1737|BSO|PHL000010000
1738|BSP|PNG000042000
1739|BSR|IRQ000003000
1740|BSS|BRA000036000
1741|BST|AFG000001000
1742|BSU|COD000009000
1743|BSV|PNG000043000
1744|BSW|USAAP0186000
1745|BSX|MMR000004000
1746|BSY|SOM000005000
1747|BTB|COG000001000
1748|BTC|LKA000BTC000
1749|PQD|LKA000BTC000
1750|BTD|AUS000055000
1751|BTE|SLE000001000
1752|BTF|USAAP0187000
1753|BTG|CAF000011000
1754|BTI|USAAP0188000
1755|BTJ|IDN000028000
1756|BTL|USA0MIBTL000
1757|BTN|USAAP0189000
1758|BTP|USAAP0190000
1759|BTQ|RWA0000BU000
1760|BTT|USAAP0191000
1761|BTW|IDN000029000
1762|BTX|AUS000056000
1763|BTY|USAAP0192000
1764|YEI|TUR000BRS000
1765|BUA|PNG000044000
1766|BUB|USAAP0193000
1767|BUC|AUS000057000
1768|BUG|AGO000BGU000
1769|BUI|IDN000030000
1770|BUJ|DZA000001000
1771|BUK|YEM000002000
1772|BUL|PNG000045000
1773|BUM|USAAP0190000
1774|BUN|COL000015000
1775|BUO|SOM000006000
1776|BUP|IND000019000
1777|BUQ|ZWE0000BU000
1778|BUT|GBR000023000
1779|BUW|IDN000031000
1780|BUX|COD000010000
1781|BUY|AUS0WABUY000
1782|BUZ|IRN000011000
1783|BVB|BRA000037000
1784|BVD|USAAP0194000
1785|BVE|FRA000032000
1786|BVF|FJI000003000
1787|BVG|NOR000032000
1788|BVI|AUS000058000
1789|BVL|BOL000003000
1790|BVM|BRA000038000
1791|BVO|USAAP0195000
1792|BVP|PNG000046000
1793|BVR|CPV000001000
1794|BVS|BRA000039000
1795|BVU|USAAP0196000
1796|BVW|AUS000059000
1797|BVX|USAAP0197000
1798|BVY|USAAP0198000
1799|BVZ|AUS000060000
1800|BWA|NPL000009000
1801|BWB|AUS000061000
1802|BWC|USAAP0199000
1803|BWD|USAAP0200000
1804|BWE|DEU000018000
1805|BWF|GBR000024000
1806|BWG|USAAP0094000
1807|BWH|MYS000011000
1808|BWJ|PNG000047000
1809|BWK|HRV000023000
1810|BWL|USAAP0201000
1811|BWM|USAAP0202000
1812|BWO|RUS000014000
1813|BWP|PNG000048000
1814|BWQ|AUS000062000
1815|BWS|USAAP0203000
1816|BWT|AUS000063000
1817|BXA|USAAP0204000
1818|BXB|IDN000032000
1819|BXC|USAAP0205000
1820|BXD|IDN000033000
1821|BXF|AUS000064000
1822|BXG|AUS000065000
1823|BXH|KAZ000BXH000
1824|BXJ|BDI000001000
1825|BXK|USAAP0206000
1826|BXL|FJI000004000
1827|BXM|IDN000034000
1828|BXO|GNB000001000
1829|BXR|IRN000012000
1830|BXS|USAAP0207000
1831|BXT|IDN000035000
1832|BXU|PHL000011000
1833|BXV|ISL000005000
1834|BXX|SOM000007000
1835|BXZ|PNG000049000
1836|BYA|USAAP0208000
1837|BYD|YEM0000BA000
1838|BYG|USA0NYFFO000
1839|BYH|USAAP0209000
1840|HKA|USAAP0209000
1841|BYL|LBR000001000
1842|BYM|CUB000015000
1843|BYN|MNG000002000
1844|BYO|BRA000040000
1845|BYQ|IDN000036000
1846|BYS|USAAP0210000
1847|BYT|IRL000004000
1848|BYU|DEU000019000
1849|BYW|USAAP0211000
1850|BYX|AUS000066000
1851|BZA|NIC000001000
1852|BZB|MOZ000006000
1853|BZC|BRA000041000
1854|BZD|AUS000067000
1855|BZE|BLZ000002000
1856|TZA|BLZ000002000
1857|BZH|ZWE000001000
1858|BZI|TUR000011000
1859|BZK|RUS000015000
1860|BZM|NLD000004000
1861|BZO|ITA000011000
1862|BZP|AUS000068000
1863|BZR|FRA000033000
1864|BZT|USAAP0212000
1865|BZU|COD000011000
1866|BZY|MDA000001000
1867|BZZ|GBR000025000
1868|CAB|AGO000CAB000
1869|CAL|GBR000026000
1870|CAP|HTI000001000
1871|CAQ|COL000016000
1872|CAZ|AUS000069000
1873|CBB|BOL000CBB000
1874|CBE|USAAP0213000
1875|CBH|DZA000BEC000
1876|CBL|VEN000001000
1877|CBO|PHL000012000
1878|CBQ|NGA000006000
1879|CBT|AGO000002000
1880|CCC|CUB000016000
1881|CCF|FRA000034000
1882|CCJ|IND000020000
1883|CCK|CCK000000000
1884|CCM|BRA000042000
1885|CCP|PRY0000CC000
1886|CCV|VUT000003000
1887|CDB|USAAP0214000
1888|CDC|USAAP0215000
1889|CDR|USAAP0216000
1890|CDV|USA0ALCDV000
1891|CKU|USA0ALCDV000
1892|CEC|USAAP0217000
1893|CED|AUS000070000
1894|CEE|RUS000016000
1895|CEM|USAAP0218000
1896|CEN|MEX000008000
1897|CEQ|FRA000035000
1898|JCA|FRA000035000
1899|CER|FRA000036000
1900|CEZ|USAAP0219000
1901|CFB|BRA000043000
1902|CFD|USAAP0220000
1903|CFN|IRL000005000
1904|CFS|AUS000071000
1905|CFU|GRC000005000
1906|CGA|USAAP0221000
1907|CGB|BRA000044000
1908|CGI|USAAP0222000
1909|CGY|PHL000013000
1910|CHP|USAAP0223000
1911|CHQ|GRC000CHQ000
1912|CHT|NZL000011000
1913|CHU|USAAP0224000
1914|CHX|PAN000005000
