id|abbreviation|language|code|country|state|city|district|description
81998||zh_cn|SPM000001000|圣皮埃尔和密克隆|密克隆|密克隆||圣皮埃尔和密克隆-密克隆
81999||en_us|CHN000001000|China||Dongshadao ||
82000||en_us|CHN000002000|China||Lyudao ||
82001||en_us|CHN000003000|China||Lanyu ||
82002||en_us|JPN000049000|Japan||Kobe ||
82003||en_us|JPN000050000|Japan||Sendai ||
82004||en_us|RUS000001000|Russian Federation||Biagoveschensk ||
82005||en_us|JPN000051000|Japan||Sapporo ||
82006||en_us|RUS000002000|Russian Federation||Bratsk ||
82007||en_us|NLD000001000|Netherlands||Utrecht ||
82008||en_us|THA000001000|Thailand||Phuket ||
82009||en_us|KOR000001000|South Korea||Jeju ||
82010||en_us|IDN000001000|Indonesia||Bandung ||
82011||en_us|IDN000002000|Indonesia||Yogyakarta ||
82012||en_us|IND000001000|India||Ahmedabad ||
82013||en_us|ESP000001000|Spain||Valladolid ||
82014||en_us|ESP000002000|Spain||Santiagode ||
82015||en_us|GBR000001000|Great Britain (United Kingdom; England)||Guernsey ||
82016||en_us|LBY000001000|Libya||Beida ||
82017||en_us|JPN000052000|Japan||Hakodate ||
82018||en_us|AUT000001000|Austria||Graz ||
82019||en_us|MEX000001000|Mexico||Cancun ||
82020||en_us|AUT000002000|Austria||Linz ||
82021||en_us|LBY000002000|Libya||Benghazi ||
82022||en_us|NOR000021000|Norway||Bergen ||
82023||en_us|COD000001000|Democratic Republic of the Congo||Kinshasa ||
82024||en_us|COD000002000|Democratic Republic of the Congo||Kisangani ||
82025||en_us|BWA000001000|Botswana||Gaborone ||
82026||en_us|JPN000053000|Japan||Niigata ||
82027||en_us|IDN000003000|Indonesia||Naha ||
82028||en_us|JPN000054000|Japan||Tokushima ||
82029||en_us|JPN000055000|Japan||Ishigaki ||
82030||en_us|USAAP0001000|United States of America (USA)||Cleveland ||
82031||en_us|THA000002000|Thailand||Koh Samui ||
82032||en_us|CAN000001000|Canada||Halifax ||
82033||en_us|BRA000001000|Brazil||Manaus ||
82034||en_us|BRA000002000|Brazil||Recife ||
82035||en_us|USAAP0002000|United States of America (USA)||Louisville ||
82036||en_us|GBR000002000|Great Britain (United Kingdom; England)||Durham Tees Valley ||
82037||en_us|ESP000003000|Spain||Asturias ||
82038||en_us|ESP000004000|Spain||Valencia ||
82039||en_us|CYP000007000|Cyprus||Ercan ||
82040||en_us|FRA000001000|France||Strasbourg ||
82041||en_us|VNM000001000|Vietnam||Da Nang ||
82042||en_us|IND000002000|India||Thiruvananthapuram ||
82043||en_us|IND000003000|India||Hyderabad ||
82044||en_us|IND000004000|India||Kochi ||
82045||en_us|MYS000001000|Malaysia||Alor Setar ||
82046||en_us|IDN000004000|Indonesia||Balikpapan ||
82047||en_us|IDN000005000|Indonesia||Manado ||
82048||en_us|IDN000006000|Indonesia||Medan ||
82049||en_us|MYS000002000|Malaysia||Lahad Datu ||
82050||en_us|MYS000003000|Malaysia||Labuan ||
82051||en_us|JPN000056000|Japan||Miyako ||
82052||en_us|IDN000007000|Indonesia||Pontianak ||
82053||en_us|IDN000008000|Indonesia||Lombok ||
82054||en_us|MYS000004000|Malaysia||Kotakinabalu ||
82055||en_us|USAAP0003000|United States of America (USA)||Santa Ana ||
82056||en_us|USAAP0004000|United States of America (USA)||Madison ||
82057||en_us|CAN000002000|Canada||Kelowna ||
82058||en_us|USAAP0005000|United States of America (USA)||Lexington ||
82059||en_us|CAN000003000|Canada||Fredericton ||
82060||en_us|USAAP0006000|United States of America (USA)||Butte ||
82061||en_us|POL000001000|Poland||Katowice ||
82062||en_us|DEU000001000|Germany||Dresden ||
82063||en_us|DEU000002000|Germany||Friedrichshafen ||
82064||en_us|DEU000003000|Germany||Muenster ||
82065||en_us|DEU000004000|Germany||Paderborn ||
82066||en_us|USAAP0007000|United States of America (USA)||Coloradosprings ||
82067||en_us|COL000001000|Colombia||Columbia ||
82068||en_us|ITA000001000|Italy||Rimini ||
82069||en_us|USAAP0008000|United States of America (USA)||Moline ||
82070||en_us|USAAP0009000|United States of America (USA)||Oklahoma City ||
82071||en_us|DNK000001000|Denmark||Aalborg ||
82072||en_us|DEU000005000|Germany||Bonn ||
82073||en_us|AUT000003000|Austria||Innsbruck ||
82074||en_us|GBR000003000|Great Britain (United Kingdom; England)||Norwich ||
82075||en_us|IDN000009000|Indonesia||Palembang ||
82076||en_us|IDN000010000|Indonesia||Solo City ||
82077||en_us|FRA000002000|France||Rennes ||
82078||en_us|GBR000004000|Great Britain (United Kingdom; England)||Cardiff ||
82079||en_us|NOR000022000|Norway||Kristiansand ||
82080||en_us|THA000003000|Thailand||Surat Thani ||
82081||en_us|THA000004000|Thailand||Hat Yai ||
82082||en_us|ECU000001000|Ecuado||Guayaquil ||
82083||en_us|MYS000005000|Malaysia||Pangkor ||
82084||en_us|IDN000011000|Indonesia||Semarang ||
82085||en_us|THA000005000|Thailand||Tak ||
82086||en_us|JPN000057000|Japan||Matsuyama ||
82087||en_us|DNK000002000|Denmark||Billund ||
82088||en_us|FRA000003000|France||Ajaccio ||
82089||en_us|FRA000004000|France||Avignon ||
82090||en_us|FRA000005000|France||Bastia ||
82091||en_us|FRA000006000|France||Biarritz ||
82092||en_us|FRA000007000|France||Clermontferrand ||
82093||en_us|FRA000008000|France||Calvi ||
82094||en_us|FRA000009000|France||Metz/Nancy ||
82095||en_us|FRA000010000|France||Grenoble ||
82096||en_us|FRA000011000|France||Lannion ||
82097||en_us|FRA000012000|France||Lorient ||
82098||en_us|FRA000013000|France||Mulhouse ||
82099||en_us|FRA000014000|France||Annecy ||
82100||en_us|FRA000015000|France||Perpignan ||
82101||en_us|FRA000016000|France||Pau ||
82102||en_us|FRA000017000|France||Rodez ||
82103||en_us|FRA000018000|France||Toulon ||
82104||en_us|GBR000005000|Great Britain (United Kingdom; England)||Inverness ||
82105||en_us|NLD000002000|Netherlands||Eindhoven ||
82106||en_us|GBR000006000|Great Britain (United Kingdom; England)||Humberside ||
82107||en_us|GBR000007000|Great Britain (United Kingdom; England)||Leeds ||
82108||en_us|NOR000023000|Norway||Trondheim ||
82109||en_us|NOR000024000|Norway||Sandefjord ||
82110||en_us|FRA000019000|France||Angers ||
82111||en_us|FRA000020000|France||Brest ||
82112||en_us|FRA000021000|France||Le Mans ||
82113||en_us|FRA000022000|France||Poitiers ||
82114||en_us|FRA000023000|France||Quimper ||
82115||en_us|ESP000005000|Spain||Vigo ||
82116||en_us|PAN000001000|Panama||Puerto Obaldia ||
82117||en_us|TUR000001000|Turkey||Dalaman ||
82118||en_us|TUR000002000|Turkey||Van ||
82119||en_us|TUR000003000|Turkey||Sanliurfa ||
82120||en_us|TUR000004000|Turkey||Malatya ||
82121||en_us|TUR000005000|Turkey||Erzurum ||
82122||en_us|TUR000006000|Turkey||Bodrum ||
82123||en_us|TUR000007000|Turkey||Edremit/Korfez ||
82124||en_us|FRA000024000|France||Tours ||
82125||en_us|ESP000006000|Spain||Lanzarote ||
82126||en_us|ESP000007000|Spain||Ibiza ||
82127||en_us|FRA000025000|France||Le Havre ||
82128||en_us|ESP000008000|Spain||Menorca ||
82129||en_us|USAAP0010000|United States of America (USA)||Tuscaloosa ||
82130||en_us|ESP000009000|Spain||Tenerife ||
82131||en_us|VNM000002000|Vietnam||Hue ||
82132||en_us|VNM000003000|Vietnam||Nha Trang ||
82133||en_us|PHL000001000|The Philippines||Kalibo ||
82134||en_us|FIN000001000|Finland||Jyvaskyla ||
82135||en_us|FIN000002000|Finland||Kajaani ||
82136||en_us|FIN000003000|Finland||Kuusamo ||
82137||en_us|FIN000004000|Finland||Kittila ||
82138||en_us|FIN000005000|Finland||Kuopio ||
82139||en_us|FIN000006000|Finland||Rovaniemi ||
82140||en_us|NGA000001000|Nigeria||Sokoto ||
82141||en_us|JPN000058000|Japan||Komatsu ||
82142||en_us|NZL000001000|New Zealand||Rotorua ||
82143||en_us|COL000002000|Colombia||Nare ||
82144||en_us|MYS000006000|Malaysia||Tioman ||
82145||en_us|USAAP0011000|United States of America (USA)||Burbank ||
82146||en_us|USAAP0012000|United States of America (USA)||Hayden ||
82147||en_us|USAAP0013000|United States of America (USA)||Montrose ||
82148||en_us|USAAP0014000|United States of America (USA)||Hollywood ||
82149||en_us|USAAP0015000|United States of America (USA)||Wichita ||
82150||en_us|USAAP0016000|United States of America (USA)||Steamboat Spr. ||
82151||en_us|USAAP0017000|United States of America (USA)||Gunnison ||
82152||en_us|USAAP0018000|United States of America (USA)||Kahului ||
82153||en_us|USAAP0019000|United States of America (USA)||Kona ||
82154||en_us|USAAP0020000|United States of America (USA)||State College ||
82155||en_us|USAAP0021000|United States of America (USA)||Harrisburg ||
82156||en_us|USAAP0022000|United States of America (USA)||Winston Salem ||
82157||en_us|USAAP0023000|United States of America (USA)||St.Petersburg ||
82158||en_us|USAAP0024000|United States of America (USA)||Fort Myers ||
82159||en_us|USAAP0025000|United States of America (USA)||West Palm Beach ||
82160||en_us|USAAP0026000|United States of America (USA)||Ft.Lauderdal ||
82161||en_us|USAAP0027000|United States of America (USA)||Sacramento ||
82162||en_us|IRL000001000|Ireland||Shannon ||
82163||en_us|IRL000002000|Ireland||Wexford ||
82164||en_us|USAAP0028000|United States of America (USA)||Mammoth Lakes ||
82165||en_us|CHE000001000|Switzerland||Saint Moritz ||
82166||en_us|ESP000010000|Spain||La Coruna ||
82167||en_us|GRC000001000|Greece||Patrai ||
82168||en_us|GBR000008000|Great Britain (United Kingdom; England)||Enniskillen ||
82169||en_us|JPN000059000|Japan||Kita Kyushu ||
82170||en_us|USAAP0029000|United States of America (USA)||Knoxville ||
82171||en_us|USAAP0030000|United States of America (USA)||Huntsville ||
82172||en_us|USAAP0031000|United States of America (USA)||Greenville ||
82173||en_us|NGA000002000|Nigeria||Abuja ||
82174||en_us|USAAP0032000|United States of America (USA)||South Bend ||
82175||en_us|COL000003000|Colombia||Carimagua ||
82176||en_us|BRA000003000|Brazil||Iguassu Falls ||
82177||en_us|AUS000001000|Australia||Meekatharra ||
82178||en_us|USAAP0033000|United States of America (USA)||Syracuse ||
82179||en_us|COD000003000|Democratic Republic of the Congo||Lubumbashi ||
82180||en_us|PHL000002000|The Philippines||General Santos ||
82181||en_us|IND000005000|India||Khajuraho ||
82182||en_us|UKR000001000|Ukraine||Lwo Lviv ||
82183||en_us|UKR000002000|Ukraine||Dnepropetrovsk ||
82184||en_us|RUS000003000|Russian Federation||Rostov ||
82185||en_us|USAAP0034000|United States of America (USA)||Bloomington Normal ||
82186||en_us|USAAP0035000|United States of America (USA)||Traverse City ||
82187||en_us|USAAP0036000|United States of America (USA)||Joplin ||
82188||en_us|USAAP0037000|United States of America (USA)||La Cross ||
82189||en_us|DNK000003000|Denmark||Karup ||
82190||en_us|CHE000002000|Switzerland||Lugano ||
82191||en_us|AUS000002000|Australia||Alice Springs ||
82192||en_us|USAAP0038000|United States of America (USA)||Roanoke ||
82193||en_us|USAAP0039000|United States of America (USA)||Pensacola ||
82194||en_us|ETH000001000|Ethiopia||Asmara ||
82195||en_us|DEU000006000|Germany||Heidelberg ||
82196||en_us|USAAP0040000|United States of America (USA)||Champaign ||
82197||en_us|USAAP0041000|United States of America (USA)||Angola ||
82198||en_us|USAAP0042000|United States of America (USA)||Beaumont ||
82199||en_us|USAAP0043000|United States of America (USA)||Mcallen ||
82200||en_us|USAAP0044000|United States of America (USA)||Lafayette ||
82201||en_us|MYS000007000|Malaysia||Miri ||
82202||en_us|ARE000001000|United Arab Emirates||Ras Al Khaimah ||
82203||en_us|AUS000003000|Australia||Broome ||
82204||en_us|AUS000004000|Australia||Busselton ||
82205||en_us|AUS000005000|Australia||Hervey Bay ||
82206||en_us|AUS000006000|Australia||Mackay ||
82207||en_us|BEL000001000|Belgium||Ostende ||
82208||en_us|BRA000004000|Brazil||Maceio ||
82209||en_us|BRA000005000|Brazil||Natal ||
82210||en_us|CAN000004000|Canada||Whistler ||
82211||en_us|CAN000005000|Canada||Jasper ||
82212||en_us|CAN000006000|Canada||Kamloops ||
82213||en_us|CZE000001000|Czech Republic||Brno ||
82214||en_us|DEU000007000|Germany||Aachen ||
82215||en_us|EGY000001000|Egypt||Hurghada ||
82216||en_us|EGY000002000|Egypt||Sharm El Sheikh ||
82217||en_us|EGY000003000|Egypt||Taba ||
82218||en_us|ESP000011000|Spain||San?Sebastian ||
82219||en_us|ESP000012000|Spain||Logrono ||
82220||en_us|FJI000001000|Fiji||Suva ||
82221||en_us|GBR000009000|Great Britain (United Kingdom; England)||Gloucester ||
82222||en_us|GBR000010000|Great Britain (United Kingdom; England)||Harrogate ||
82223||en_us|GBR000011000|Great Britain (United Kingdom; England)||Londonderry ||
82224||en_us|GBR000012000|Great Britain (United Kingdom; England)||Newquay ||
82225||en_us|GRC000002000|Greece||Rhodes ||
82226||en_us|IDN000012000|Indonesia||Batam ||
82227||en_us|IND000006000|India||Goa ||
82228||en_us|IND000007000|India||Jaisalmer ||
82229||en_us|IND000008000|India||Varanasi ||
82230||en_us|ITA000002000|Italy||Alghero ||
82231||en_us|ITA000003000|Italy||Lucca ||
82232||en_us|ITA000004000|Italy||San Giovanni Rotondo ||
82233||en_us|ITA000005000|Italy||Vicenza ||
82234||en_us|MEX000002000|Mexico||Ixtapa ||
82235||en_us|MEX000003000|Mexico||Playa Del Carmen ||
82236||en_us|NOR000025000|Norway||Tromso ||
82237||en_us|NZL000002000|New Zealand||Mount Cook ||
82238||en_us|NZL000003000|New Zealand||Te Anau ||
82239||en_us|NZL000004000|New Zealand||Taupo ||
82240||en_us|PRT000001000|Portugal||Braga ||
82241||en_us|BHS000001000|The Bahamas||Cascais ||
82242||en_us|PRT000002000|Portugal||Coimbra ||
82243||en_us|SWE000001000|Sweden||Linkoping ||
82244||en_us|SWE000002000|Sweden||Malmo ||
82245||en_us|USAAP0045000|United States of America (USA)||Page ||
82246||en_us|USAAP0046000|United States of America (USA)||Ontario ||
82247||en_us|CAN000007000|Canada||Fort St. John ||
82248||en_us|IND000009000|India||Pune ||
82249||en_us|DEU000008000|Germany||Hof ||
82250||en_us|CAN000008000|Canada||Rouyn ||
82251||en_us|USAAP0047000|United States of America (USA)||Akron/Canton ||
82252||en_us|USAAP0048000|United States of America (USA)||Marquette ||
82253||en_us|KOR000002000|South Korea||Manzini ||
82254||en_us|GBR000013000|Great Britain (United Kingdom; England)||Isle Of Man ||
82255||en_us|SWE000003000|Sweden||Karlstad ||
82256||en_us|USAAP0049000|United States of America (USA)||Fort Wayne ||
82257||en_us|HRV000022000|Croatia||Dubrovnik ||
82258||en_us|UKR000003000|Ukraine||Donetsk ||
82259||en_us|DEU000009000|Germany||Erfurt ||
82260||en_us|USAAP0050000|United States of America (USA)||Savannah ||
82261||en_us|USAAP0051000|United States of America (USA)||Texarkana ||
82262||en_us|JPN000060000|Japan||Matsumoto ||
82263||en_us|CZE000002000|Czech Republic||Ostrava ||
82264||en_us|IND000010000|India||Vadodara ||
82265||en_us|JPN000061000|Japan||Kushiro ||
82266||en_us|USAAP0052000|United States of America (USA)||Clarksburg ||
82267||en_us|MEX000004000|Mexico||Villahermosa ||
82268||en_us|USAAP0053000|United States of America (USA)||Westchester County ||
82269||en_us|USAAP0054000|United States of America (USA)||Wanaka ||
82270||en_us|NZL000005000|New Zealand||Nelson ||
82271||en_us|USAAP0055000|United States of America (USA)||Charlottesville ||
82272||en_us|JPN000062000|Japan||Ube ||
82273||en_us|USAAP0056000|United States of America (USA)||Plattsburgh ||
82274||en_us|USAAP0057000|United States of America (USA)||Appleton ||
82275||en_us|KOR000003000|South Korea||Muan ||
82276||en_us|KOR000004000|South Korea||Yeosu ||
82277||en_us|USAAP0058000|United States of America (USA)||Bozeman ||
82278||en_us|USAAP0059000|United States of America (USA)||Bakersfield ||
82279||en_us|PHL000003000|The Philippines||Caticlan ||
82280||en_us|PHL000004000|The Philippines||El Nido ||
82281||en_us|AUS000007000|Australia||Albury ||
82282||en_us|AUS000008000|Australia||Caloundra ||
82283||en_us|AUS000009000|Australia||Fremantle ||
82284||en_us|AUS000010000|Australia||Strahan ||
82285||en_us|AUS000011000|Australia||Margaret River ||
82286||en_us|TUR000008000|Turkey||_Del_San Jose ||
82287||en_us|FJI000002000|Fiji||Malololailai ||
82288||en_us|FRA000026000|France||Colmar ||
82289||en_us|IRN000001000|Iran||Isfahan ||
82290||en_us|ITA000006000|Italy||Pescara ||
82291||en_us|MMR000001000|Myanmar (Burma)||Mandalay ||
82292||en_us|PRT000003000|Portugal||Portimao ||
82293||en_us|ITA000007000|Italy||Olbia ||
82294||en_us|NZL000006000|New Zealand||New Plymouth ||
82295||en_us|SWE000004000|Sweden||Ornskoldsvik ||
82296||en_us|USAAP0060000|United States of America (USA)||Monroe ||
82297||en_us|USAAP0061000|United States of America (USA)||Kalamazoo ||
82298||en_us|IND000011000|India||Gaya ||
82299||en_us|RUS000004000|Russian Federation||Adler ||
82300||en_us|AUS000012000|Australia||Armidale ||
82301||en_us|CAN000009000|Canada||Kingston ||
82302||en_us|CYP000008000|Cyprus||Nicosia ||
82303||en_us|IRQ000001000|Iraq||Erbil ||
82304||en_us|IRN000002000|Iran||Mashad ||
82305||en_us|KAZ000001000|Kazakhstan||Uralsk ||
82306||en_us|RUS000005000|Russian Federation||Ekaterinburg ||
82307||en_us|CMR000001000|Cameroon||Yaounde ||
82308||en_us|RUS000006000|Russian Federation||Krasnojarsk ||
82309||en_us|RUS000007000|Russian Federation||Mineralnye Vody ||
82310||en_us|RUS000008000|Russian Federation||Petropavlovsk ||
82311||en_us|RUS000009000|Russian Federation||Yakutsk ||
82312||en_us|RUS000010000|Russian Federation||Nizhnevartovsk ||
82313||en_us|RUS000011000|Russian Federation||Barnaul ||
82314||en_us|USAAP0062000|United States of America (USA)||Dothan ||
82315||en_us|USAAP0063000|United States of America (USA)||Chico ||
82316||en_us|CAN000010000|Canada||Moncton ||
82317||en_us|USAAP0064000|United States of America (USA)||Daytona Beach ||
82318||en_us|CAN000011000|Canada||Nanaimo ||
82319||en_us|USAAP0065000|United States of America (USA)||Waterloo ||
82320||en_us|ZAF000001000|South Africa||George ||
82321||en_us|SWE000005000|Sweden||Ronneby ||
82322||en_us|USAAP0066000|United States of America (USA)||Aliceville ||
82323||en_us|NAM000001000|Namibia||Ai Ais ||
82324||en_us|USAAP0067000|United States of America (USA)||Atlantic City ||
82325||en_us|SAU000001000|Saudi Arabia||Jouf ||
82326||en_us|IRN000003000|Iran||Araak ||
82327||en_us|SWE000006000|Sweden||Arvidsjaur ||
82328||en_us|MEX000005000|Mexico||Abreojos ||
82329||en_us|BRA000006000|Brazil||Aracaju ||
82330||en_us|USAAP0068000|United States of America (USA)||Atka ||
82331||en_us|IND000012000|India||Akola ||
82332||en_us|GAB000001000|Gabon||Akieni ||
82333||en_us|LBY000003000|Libya||Kufrah ||
82334||en_us|PNG000001000|Papua New Guinea||Anguganak ||
82335||en_us|SAU000002000|Saudi Arabia||Al Kharj ||
82336||en_us|USAAP0069000|United States of America (USA)||Akiak ||
82337||en_us|JPN000063000|Japan||Asahikawa ||
82338||en_us|USAAP0070000|United States of America (USA)||Akhiok ||
82339||en_us|USAAP0071000|United States of America (USA)||King Salmon ||
82340||en_us|USAAP0072000|United States of America (USA)||Akron ||
82341||en_us|USAAP0073000|United States of America (USA)||Anaktuvuk ||
82342||en_us|IDN000013000|Indonesia||Astraksetra ||
82343||en_us|NGA000003000|Nigeria||Akure ||
82344||en_us|CYP000009000|Cyprus||Akrotiri ||
82345||en_us|CAN000012000|Canada||Akulivik ||
82346||en_us|IRN000004000|Iran||Aghajari ||
82347||en_us|MMR000002000|Myanmar (Burma)||Sittwe ||
82348||en_us|USAAP0074000|United States of America (USA)||Alpine ||
82349||en_us|NOR000026000|Norway||Alta ||
82350||en_us|USAAP0075000|United States of America (USA)||Alice ||
82351||en_us|ZAF000002000|South Africa||Alexander Bay ||
82352||en_us|ETH000002000|Ethiopia||Asela ||
82353||en_us|ITA000008000|Italy||Albenga ||
82354||en_us|USAAP0076000|United States of America (USA)||Alamogordo ||
82355||en_us|BRA000007000|Brazil||Alegrete ||
82356||en_us|NZL000007000|New Zealand||Alexandra ||
82357||en_us|USAAP0077000|United States of America (USA)||Alamosa ||
82358||en_us|BRA000008000|Brazil||Alenquer ||
82359||en_us|SOM000001000|Somalia||Alula ||
82360||en_us|USAAP0078000|United States of America (USA)||Walla Walla ||
82361||en_us|USAAP0079000|United States of America (USA)||Alexander City ||
82362||en_us|USAAP0080000|United States of America (USA)||Alitak ||
82363||en_us|USAAP0081000|United States of America (USA)||Amarillo ||
82364||en_us|MDG000001000|Madagascar||Ambilobe ||
82365||en_us|GUM000001000|Guam||Am Timan ||
82366||en_us|MOZ000001000|Mozambique||Alto Molocue ||
82367||en_us|PNG000002000|Papua New Guinea||Ama ||
82368||en_us|PNG000003000|Papua New Guinea||Amboin ||
82369||en_us|ETH000003000|Ethiopia||Arba Mintch ||
82370||en_us|BRA000009000|Brazil||Almenara ||
82371||en_us|USAAP0082000|United States of America (USA)||Alma ||
82372||en_us|MDG000002000|Madagascar||Ampanihy ||
82373||en_us|IDN000014000|Indonesia||Ambon ||
82374||en_us|AUS000013000|Australia||Amata ||
82375||en_us|PNG000004000|Papua New Guinea||Amanab ||
82376||en_us|RUS000012000|Russian Federation||Amderma ||
82377||en_us|USAAP0083000|United States of America (USA)||Ames ||
82378||en_us|AUS000014000|Australia||Ammaroo ||
82379||en_us|MDG000003000|Madagascar||Ambatomainty ||
82380||en_us|NZL000008000|New Zealand||Ardmore ||
82381||en_us|USAAP0084000|United States of America (USA)||Anaheim ||
82382||en_us|USAAP0085000|United States of America (USA)||Anniston ||
82383||en_us|USAAP0086000|United States of America (USA)||Anderson ||
82384||en_us|FRA000027000|France||Angouleme ||
82385||en_us|USAAP0087000|United States of America (USA)||Aniak ||
82386||en_us|MDG000004000|Madagascar||Antalaha ||
82387||en_us|USAAP0088000|United States of America (USA)||Annapolis ||
82388||en_us|PER000001000|Peru||Andahuaylas ||
82389||en_us|USAAP0089000|United States of America (USA)||Anvik ||
82390||en_us|USAAP0090000|United States of America (USA)||Ainsworth ||
82391||en_us|NOR000027000|Norway||Andenes ||
82392||en_us|USAAP0091000|United States of America (USA)||Anthony ||
82393||en_us|AUS000015000|Australia||Angus Downs ||
82394||en_us|PNG000005000|Papua New Guinea||Aroa ||
82395||en_us|PNG000006000|Papua New Guinea||Annanberg ||
82396||en_us|DEU000010000|Germany||Altenburg ||
82397||en_us|GRC000003000|Greece||Karpathos ||
82398||en_us|PNG000007000|Papua New Guinea||Arona ||
82399||en_us|USAAP0092000|United States of America (USA)||Altoona ||
82400||en_us|USAAP0093000|United States of America (USA)||Amook ||
82401||en_us|USAAP0094000|United States of America (USA)||Bowling Green ||
82402||en_us|COL000004000|Colombia||Apiay ||
82403||en_us|PYF000001000|French polynesia||Apataki ||
82404||en_us|MOZ000002000|Mozambique||Nampula ||
82405||en_us|USAAP0095000|United States of America (USA)||Alpena ||
82406||en_us|COL000005000|Colombia||Apartado ||
82407||en_us|PNG000008000|Papua New Guinea||Asapa ||
82408||en_us|BRA000010000|Brazil||Arapiraca ||
82409||en_us|BRA000011000|Brazil||Anapolis ||
82410||en_us|BRA000012000|Brazil||Apucarana ||
82411||en_us|USAAP0096000|United States of America (USA)||Apple Valley ||
82412||en_us|BRA000013000|Brazil||Alto Parnaiba ||
82413||en_us|BRA000014000|Brazil||Araraquara ||
82414||en_us|SAU000003000|Saudi Arabia||Qaisumah ||
82415||en_us|BRA000015000|Brazil||Ariquemes ||
82416||en_us|USAAP0097000|United States of America (USA)||Alyeska ||
82417||en_us|USAAP0098000|United States of America (USA)||Ann Arbor ||
82418||en_us|USAAP0099000|United States of America (USA)||Arctic Village ||
82419||en_us|IDN000015000|Indonesia||Alor Island ||
82420||en_us|COL000006000|Colombia||Acaricuara ||
82421||en_us|CHL000001000|Chile||Arica ||
82422||en_us|IDN000016000|Indonesia||Arso ||
82423||en_us|COL000007000|Colombia||Arboletas ||
82424||en_us|PNG000009000|Papua New Guinea||Aragip ||
82425||en_us|COL000008000|Colombia||Arauquita ||
82426||en_us|BRA000016000|Brazil||Aragarcas ||
82427||en_us|USAAP0100000|United States of America (USA)||Watertown ||
82428||en_us|BRA000017000|Brazil||Aracatuba ||
82429||en_us|USAAP0101000|United States of America (USA)||Minocqua ||
82430||en_us|USAAP0102000|United States of America (USA)||Asbury Park ||
82431||en_us|AUS000016000|Australia||Ararat ||
82432||en_us|ETH000004000|Ethiopia||Assab ||
82433||en_us|BOL000001000|Bolivia||Ascension ||
82434||en_us|BHS000002000|The Bahamas||Andros Town ||
82435||en_us|NZL000009000|New Zealand||Ashburton ||
82436||en_us|JPN000064000|Japan||Amami O Shima ||
82437||en_us|ETH000005000|Ethiopia||Asosa ||
82438||en_us|USAAP0103000|United States of America (USA)||Astoria ||
82439||en_us|KEN000001000|Kenya||Amboseli ||
82440||en_us|USAAP0104000|United States of America (USA)||Ashland ||
82441||en_us|USAAP0105000|United States of America (USA)||Ashley ||
82442||en_us|PNG000010000|Papua New Guinea||Asirim ||
82443||en_us|BHS000003000|The Bahamas||Arthur'S Town||
82444||en_us|SLB000001000|Solomon Islands||Atoifi ||
82445||en_us|USAAP0106000|United States of America (USA)||Antlers ||
82446||en_us|ECU000002000|Ecuado||Ambato ||
82447||en_us|PAK000001000|Pakistan||Attock ||
82448||en_us|MDG000005000|Madagascar||Antsirabe ||
82449||en_us|USAAP0107000|United States of America (USA)||Atqasuk ||
82450||en_us|BRA000018000|Brazil||Altamira ||
82451||en_us|PNG000011000|Papua New Guinea||Namatanai ||
82452||en_us|USAAP0108000|United States of America (USA)||Athens ||
82453||en_us|PNG000012000|Papua New Guinea||Aitape ||
82454||en_us|IND000013000|India||Amritsar ||
82455||en_us|MRT000001000|Mauritania||Atar ||
82456||en_us|USAAP0109000|United States of America (USA)||Artesia ||
82457||en_us|USAAP0110000|United States of America (USA)||Atmautluak ||
82458||en_us|USAAP0111000|United States of America (USA)||Attu Island ||
82459||en_us|TCD000001000|Chad||Ati ||
82460||en_us|KAZ000002000|Kazakhstan||Atbasar ||
82461||en_us|EGY000004000|Egypt||Assiut ||
82462||en_us|AUS000017000|Australia||Augustus Downs ||
82463||en_us|EGY000005000|Egypt||Abu Rudeis ||
82464||en_us|FRA000028000|France||Auxerre ||
82465||en_us|PNG000013000|Papua New Guinea||Aua Island ||
82466||en_us|PNG000014000|Papua New Guinea||Ambunti ||
82467||en_us|USAAP0112000|United States of America (USA)||Alaknuk ||
82468||en_us|MHL000001000|Marshall islands||Aur Island ? ||
82469||en_us|USAAP0113000|United States of America (USA)||Auburn ||
82470||en_us|PNG000015000|Papua New Guinea||Agaun ||
82471||en_us|PYF000002000|French polynesia||Atuona ||
82472||en_us|FRA000029000|France||Aurillac ||
82473||en_us|IDN000017000|Indonesia||Atauro ||
82474||en_us|AUS000018000|Australia||Aurukun Mission ||
82475||en_us|PNG000016000|Papua New Guinea||Aumo ||
82476||en_us|BRA000019000|Brazil||Araguaina ||
82477||en_us|VUT000001000|Vanuatu||Aneityum ||
82478||en_us|ITA000009000|Italy||Aviano ||
82479||en_us|AUS000019000|Australia||Auvergne ||
82480||en_us|USAAP0114000|United States of America (USA)||Asheville ||
82481||en_us|USAAP0115000|United States of America (USA)||Avon Park ||
82482||en_us|USAAP0116000|United States of America (USA)||Wilkes Barre ||
82483||en_us|SLB000002000|Solomon Islands||Avu Avu ||
82484||en_us|ETH000006000|Ethiopia||Awasa ||
82485||en_us|PNG000017000|Papua New Guinea||Awaba ||
82486||en_us|VUT000002000|Vanuatu||Aniwa ||
82487||en_us|GAB000002000|Gabon||Alowe ||
82488||en_us|ETH000007000|Ethiopia||Awareh ||
