id|code|country_pinyin|country_code|state_pinyin|state_code|city_pinyin|city_code|district_pinyin|district_code
44974|USAAP0015000|Mei Guo |USA||AP0|Wei Qi Tuo Shi |015||
44975|USAAP0016000|Mei Guo |USA||AP0|Si Ting Mu Bo Te Si Pu Lin |016||
44976|USAAP0017000|Mei Guo |USA||AP0|Gang Ni Sen |017||
44977|USAAP0018000|Mei Guo |USA||AP0|Ka Hu Lu Yi |018||
44978|USAAP0019000|Mei Guo |USA||AP0|Ke Na |019||
44979|USAAP0020000|Mei Guo |USA||AP0|Si Tai Te Ke Li Qi |020||
44980|USAAP0021000|Mei Guo |USA||AP0|Ha Li Si Bao |021||
44981|USAAP0022000|Mei Guo |USA||AP0|Wen Si Dun  Sai Le Mu |022||
44982|USAAP0023000|Mei Guo |USA||AP0|Sheng Bi De Si Bao |023||
44983|USAAP0024000|Mei Guo |USA||AP0|Mai Er Si Bao |024||
44984|USAAP0025000|Mei Guo |USA||AP0|Xi Zong Lv Tan |025||
44985|USAAP0026000|Mei Guo |USA||AP0|Lao De Dai Er |026||
44986|USAAP0027000|Mei Guo |USA||AP0|Sa Ke La Men Tuo |027||
44987|IRL000001000|Ai Er Lan |IRL||000|Xiang Nong |001||
44988|IRL000002000|Ai Er Lan |IRL||000|Wei Si Fu De |002||
44989|USAAP0028000|Mei Guo |USA||AP0|Ma Mo Si Lai Ke Si |028||
44990|CHE000001000|Rui Shi |CHE||000|Sheng Mo Li Ci |001||
44991|ESP000010000|Xi Ban Ya |ESP||000|La Ke Lu Li Ya |010||
44992|GRC000001000|Xi La |GRC||000|Pa Te Lei |001||
44993|GBR000008000|Ying Guo |GBR||000|En Ni Si Ji Lun |008||
44994|JPN000059000|Ri Ben |JPN||000|Bei Jiu Zhou |059||
44995|USAAP0029000|Mei Guo |USA||AP0|Nuo Ke Si Wei Er |029||
44996|USAAP0030000|Mei Guo |USA||AP0|Han Si Wei Er |030||
44997|USAAP0031000|Mei Guo |USA||AP0|Ge Lin Wei Er |031||
44998|NGA000002000|Ni Ri Li Ya |NGA||000|A Bu Jia |002||
44999|USAAP0032000|Mei Guo |USA||AP0|Nan Ben De |032||
45000|COL000003000|Ge Lun Bi Ya |COL||000|Ka Li Ma Gua |003||
45001|BRA000003000|Ba Xi |BRA||000|Yi Gua Su Fu Er Si |003||
45002|AUS000001000|Ao Da Li Ya |AUS||000|Mi Ka Sa La |001||
45003|USAAP0033000|Mei Guo |USA||AP0|Xi La Qiu Zi |033||
45004|COD000003000|Gang Guo （Jin ）|COD||000|Lu Ben Ba Xi |003||
45005|PHL000002000|Fei Lv Bin |PHL||000|Sang Tuo Si Jiang Jun Cheng |002||
45006|IND000005000|Yin Du |IND||000|Ke Jiu La Huo |005||
45007|UKR000001000|Wu Ke Lan |UKR||000|Li Wo Fu |001||
45008|UKR000002000|Wu Ke Lan |UKR||000|Di Nie Bo Luo Bi De Luo Fu Si Ke |002||
45009|RUS000003000|E Luo Si |RUS||000|Luo Si Tuo Fu |003||
45010|USAAP0034000|Mei Guo |USA||AP0|Bu Lu Ming Dun  Nuo Ma Er |034||
45011|USAAP0035000|Mei Guo |USA||AP0|Te La Fu Si Cheng |035||
45012|USAAP0036000|Mei Guo |USA||AP0|Qiao Pu Lin |036||
45013|USAAP0037000|Mei Guo |USA||AP0|La Ke Lu Si |037||
45014|DNK000003000|Dan Mai |DNK||000|Ka Lu Pu |003||
45015|CHE000002000|Rui Shi |CHE||000|Lu Jia Nuo |002||
45016|AUS000002000|Ao Da Li Ya |AUS||000|Ai Li Si Si Pu Lin Si |002||
45017|USAAP0038000|Mei Guo |USA||AP0|Luo A Nuo Ke |038||
45018|USAAP0039000|Mei Guo |USA||AP0|Peng Sa Ke La |039||
45019|ETH000001000|Ai Sai E Bi Ya |ETH||000|A Si Ma La |001||
45020|DEU000006000|De Guo |DEU||000|Hai De Bao |006||
45021|USAAP0040000|Mei Guo |USA||AP0|Shang Pei En |040||
45022|USAAP0041000|Mei Guo |USA||AP0|An Ge La Cheng |041||
45023|USAAP0042000|Mei Guo |USA||AP0|Bo Meng Te |042||
45024|USAAP0043000|Mei Guo |USA||AP0|Mai Ke Ai Lun |043||
45025|USAAP0044000|Mei Guo |USA||AP0|La Fei Te |044||
45026|MYS000007000|Ma Lai Xi Ya |MYS||000|Mi Li |007||
45027|ARE000001000|A La Bo Lian He Qiu Chang Guo |ARE||000|Ha Yi Ma Jiao |001||
45028|AUS000003000|Ao Da Li Ya |AUS||000|Bu Lu Mu |003||
45029|AUS000004000|Ao Da Li Ya |AUS||000|Ba Se Er Dun |004||
45030|AUS000005000|Ao Da Li Ya |AUS||000|He Wei Wan |005||
45031|AUS000006000|Ao Da Li Ya |AUS||000|Mai Kai |006||
45032|BEL000001000|Bi Li Shi |BEL||000|Ao Si Tan De |001||
45033|BRA000004000|Ba Xi |BRA||000|Ma Sai Yue |004||
45034|BRA000005000|Ba Xi |BRA||000|Na Ta Er |005||
45035|CAN000004000|Jia Na Da |CAN||000|Hui Si Le |004||
45036|CAN000005000|Jia Na Da |CAN||000|Jia Si Po |005||
45037|CAN000006000|Jia Na Da |CAN||000|Kan Lu Pu Si |006||
45038|CZE000001000|Jie Ke |CZE||000|Bu Er Nuo |001||
45039|DEU000007000|De Guo |DEU||000|Ya Chen |007||
45040|EGY000001000|Ai Ji |EGY||000|He Er Ge Da |001||
45041|EGY000002000|Ai Ji |EGY||000|Sha Mu Sha Yi He Wan  |002||
45042|EGY000003000|Ai Ji |EGY||000|Ta Ba |003||
45043|ESP000011000|Xi Ban Ya |ESP||000|Sheng Sai Wa Si Di An |011||
45044|ESP000012000|Xi Ban Ya |ESP||000|Luo Ge Luo Ni Ao |012||
45045|FJI000001000|Fei Ji Qun Dao |FJI||000|Su Wa |001||
45046|GBR000009000|Ying Guo |GBR||000|Ge Lao Si Te |009||
45047|GBR000010000|Ying Guo |GBR||000|Yue Ke Jun |010||
45048|GBR000011000|Ying Guo |GBR||000|Lun Dun De Li |011||
45049|GBR000012000|Ying Guo |GBR||000|Niu Ji |012||
45050|GRC000002000|Xi La |GRC||000|Luo De Dao |002||
45051|IDN000012000|Yin Du Ni Xi Ya |IDN||000|Ba Dan Dao |012||
45052|IND000006000|Yin Du |IND||000|Guo A |006||
45053|IND000007000|Yin Du |IND||000|Jie Yi Se Er Mei Er |007||
45054|IND000008000|Yin Du |IND||000|Bo Luo Nai Si |008||
45055|ITA000002000|Yi Da Li |ITA||000|A Er Gai Luo |002||
45056|ITA000003000|Yi Da Li |ITA||000|Lu Ka |003||
45057|ITA000004000|Yi Da Li |ITA||000|Sheng Ruo Wang Ma Long Tang |004||
45058|ITA000005000|Yi Da Li |ITA||000|Wei Qin Cha |005||
45059|MEX000002000|Mo Xi Ge |MEX||000|Yin Tan Ba |002||
45060|MEX000003000|Mo Xi Ge |MEX||000|Ka Man Hai Tan |003||
45061|NOR000025000|Nuo Wei |NOR||000|Te Luo Mu Se |025||
45062|NZL000002000|Xin Xi Lan |NZL||000|Ku Ke Shan |002||
45063|NZL000003000|Xin Xi Lan |NZL||000|Di A Nuo |003||
45064|NZL000004000|Xin Xi Lan |NZL||000|Tao Bo |004||
45065|PRT000001000|Pu Tao Ya |PRT||000|Bu La Jia |001||
45066|BHS000001000|Ba Ha Ma |BHS||000|Ka Si Kai Si |001||
45067|PRT000002000|Pu Tao Ya |PRT||000|Kong Bu La |002||
45068|SWE000001000|Rui Dian |SWE||000|Lin Xue Ping |001||
45069|SWE000002000|Rui Dian |SWE||000|Ma Er Mo |002||
45070|USAAP0045000|Mei Guo |USA||AP0|Pei Qi |045||
45071|USAAP0046000|Mei Guo |USA||AP0|An Da Lue |046||
45072|CAN000007000|Jia Na Da |CAN||000|Sheng Yue Han Bao |007||
45073|IND000009000|Yin Du |IND||000|Pu Na |009||
45074|DEU000008000|De Guo |DEU||000|Huo Fu |008||
45075|CAN000008000|Jia Na Da |CAN||000|Lu An |008||
45076|USAAP0047000|Mei Guo |USA||AP0|A Ke Lun /Kan Tong |047||
45077|USAAP0048000|Mei Guo |USA||AP0|Ma Kai Te |048||
45078|KOR000002000|Han Guo |KOR||000|Man Qi Ni |002||
45079|GBR000013000|Ying Guo |GBR||000|Ma En Dao |013||
45080|SWE000003000|Rui Dian |SWE||000|Ka Er Si Ta De |003||
45081|USAAP0049000|Mei Guo |USA||AP0|Wei En Bao  |049||
45082|HRV000022000|Ke Luo Di Ya |HRV||000|Du Bu Luo Fu Ni Ke |022||
45083|UKR000003000|Wu Ke Lan |UKR||000|Duo Na Ci Ke  |003||
45084|DEU000009000|De Guo |DEU||000|Ai Er Fu Te |009||
45085|USAAP0050000|Mei Guo |USA||AP0|Sa Fan Na  |050||
45086|USAAP0051000|Mei Guo |USA||AP0|Te Ke Sa Ka Na |051||
45087|JPN000060000|Ri Ben |JPN||000|Song Yuan |060||
45088|CZE000002000|Jie Ke |CZE||000|E Si Te La Fa |002||
45089|IND000010000|Yin Du |IND||000|Wa Duo Da La |010||
45090|JPN000061000|Ri Ben |JPN||000|Chuan Lu |061||
45091|USAAP0052000|Mei Guo |USA||AP0|Ke La Ke Si Bao |052||
45092|MEX000004000|Mo Xi Ge |MEX||000|Bi Ya Ai Er Mo Sa |004||
45093|USAAP0053000|Mei Guo |USA||AP0|Wei Si Te Qie Si Te Jun |053||
45094|USAAP0054000|Mei Guo |USA||AP0|Wa Na Ka Hu |054||
45095|NZL000005000|Xin Xi Lan |NZL||000|Ni Er Sen |005||
45096|USAAP0055000|Mei Guo |USA||AP0|Xia Luo Ci Wei Er |055||
45097|JPN000062000|Ri Ben |JPN||000|Yu Bu |062||
45098|USAAP0056000|Mei Guo |USA||AP0|Pu La Ci Bao |056||
45099|USAAP0057000|Mei Guo |USA||AP0|A Pu Er Dun |057||
45100|KOR000003000|Han Guo |KOR||000|Wu An |003||
45101|KOR000004000|Han Guo |KOR||000|Li Shui (KR)|004||
45102|USAAP0058000|Mei Guo |USA||AP0|Bo Zi Man |058||
45103|USAAP0059000|Mei Guo |USA||AP0|Bei Ke Si Fei Er De |059||
45104|PHL000003000|Fei Lv Bin |PHL||000|Ka Ti Ke Lan |003||
45105|PHL000004000|Fei Lv Bin |PHL||000|Ai Ni Dao |004||
45106|AUS000007000|Ao Da Li Ya |AUS||000|Ao Er Bo Li |007||
45107|AUS000008000|Ao Da Li Ya |AUS||000|Ka Lu Da La |008||
45108|AUS000009000|Ao Da Li Ya |AUS||000|Fei Li Man Te Er |009||
45109|AUS000010000|Ao Da Li Ya |AUS||000|Si Ta Han |010||
45110|AUS000011000|Ao Da Li Ya |AUS||000|Ma Ge Li Te He |011||
45111|TUR000008000|Tu Er Qi |TUR||000|_DEL_Sheng He Sai |008||
45112|FJI000002000|Fei Ji Qun Dao |FJI||000|Ma Luo Luo Lai Lai |002||
45113|FRA000026000|Fa Guo |FRA||000|Ke Er Ma |026||
45114|IRN000001000|Yi Lang |IRN||000|Yi Si Fa Han |001||
45115|ITA000006000|Yi Da Li |ITA||000|Pei Si Ka La |006||
45116|MMR000001000|Mian Dian |MMR||000|Man De Le |001||
45117|PRT000003000|Pu Tao Ya |PRT||000|Bo Er Di Mang |003||
45118|ITA000007000|Yi Da Li |ITA||000|Ao Er Bi Ya |007||
45119|NZL000006000|Xin Xi Lan |NZL||000|Xin Pu Li Mao Ci |006||
45120|SWE000004000|Rui Dian |SWE||000|En She Er Zi Wei Ke |004||
45121|USAAP0060000|Mei Guo |USA||AP0|Men Luo |060||
45122|USAAP0061000|Mei Guo |USA||AP0|Ka La Ma Zu |061||
45123|IND000011000|Yin Du |IND||000|Jia Ye |011||
45124|RUS000004000|E Luo Si |RUS||000|A De Lie Er |004||
45125|AUS000012000|Ao Da Li Ya |AUS||000|A Mi Dai Er |012||
45126|CAN000009000|Jia Na Da |CAN||000|Jin Si Dun |009||
45127|CYP000008000|Sai Pu Lu Si |CYP||000|Ni Ke Xi Ya |008||
45128|IRQ000001000|Yi La Ke |IRQ||000|Ai Er Bi Le |001||
45129|IRN000002000|Yi Lang |IRN||000|Ma Shi Ha De |002||
45130|KAZ000001000|Ha Sa Ke Si Tan |KAZ||000|Wu La Er Si Ke |001||
45131|RUS000005000|E Luo Si |RUS||000|Ye Ka Jie Lin Bao |005||
45132|CMR000001000|Ka Mai Long |CMR||000|Ya Wen De |001||
45133|RUS000006000|E Luo Si |RUS||000|Ke La Si Nuo Ya Er Si Ke |006||
45134|RUS000007000|E Luo Si |RUS||000|Mi La Er Ye Wo De |007||
45135|RUS000008000|E Luo Si |RUS||000|Kan Cha Jia |008||
45136|RUS000009000|E Luo Si |RUS||000|Ya Ku Ci Ke |009||
45137|RUS000010000|E Luo Si |RUS||000|Xia Wa Er Tuo Fu Si Ke |010||
45138|RUS000011000|E Luo Si |RUS||000|Ba Nao Er |011||
45139|USAAP0062000|Mei Guo |USA||AP0|Duo Sen |062||
45140|USAAP0063000|Mei Guo |USA||AP0|Qi Ke |063||
45141|CAN000010000|Jia Na Da |CAN||000|Meng Ke Dun |010||
45142|USAAP0064000|Mei Guo |USA||AP0|Dai Tuo Na Bi Qi |064||
45143|CAN000011000|Jia Na Da |CAN||000|Na Nai Mo |011||
45144|USAAP0065000|Mei Guo |USA||AP0|Hua Tie Lu |065||
45145|ZAF000001000|Nan Fei |ZAF||000|Qiao Zhi Cheng |001||
45146|SWE000005000|Rui Dian |SWE||000|Long Na Bi |005||
45147|USAAP0066000|Mei Guo |USA||AP0|Ai Li Si Wei Er |066||
45148|NAM000001000|Na Mi Bi Ya |NAM||000|Ai Ai Si |001||
45149|USAAP0067000|Mei Guo |USA||AP0|Da Xi Yang Cheng |067||
45150|SAU000001000|Sha Te A La Bo |SAU||000|Yue Fu |001||
45151|IRN000003000|Yi Lang |IRN||000|A La Ke |003||
45152|SWE000006000|Rui Dian |SWE||000|A Er Wei Si Ke Er |006||
45153|MEX000005000|Mo Xi Ge |MEX||000|A Bu Lei Ao Yue Si |005||
45154|BRA000006000|Ba Xi |BRA||000|A La Ka Qie |006||
45155|USAAP0068000|Mei Guo |USA||AP0|A Te Ka |068||
45156|IND000012000|Yin Du |IND||000|A Ke La |012||
45157|GAB000001000|Jia Peng |GAB||000|A Ji An Ni |001||
45158|LBY000003000|Li Bi Ya |LBY||000|Ku Fu La |003||
45159|PNG000001000|Ba Bu Ya Xin Ji Na Ya |PNG||000|An Gu Gan Na Ke |001||
45160|SAU000002000|Sha Te A La Bo |SAU||000|Hai Er Ji Lv Zhou |002||
45161|USAAP0069000|Mei Guo |USA||AP0|A Ji Ya Ke |069||
45162|JPN000063000|Ri Ben |JPN||000|Xu Chuan |063||
45163|USAAP0070000|Mei Guo |USA||AP0|A Ke Xi Ao Ke |070||
45164|USAAP0071000|Mei Guo |USA||AP0|Jin Sa Meng |071||
45165|USAAP0072000|Mei Guo |USA||AP0|A Ke Lun |072||
45166|USAAP0073000|Mei Guo |USA||AP0|A Na Ke Tu Wo Ke |073||
45167|IDN000013000|Yin Du Ni Xi Ya |IDN||000|A Si Te La Sai Te La |013||
45168|NGA000003000|Ni Ri Li Ya |NGA||000|A Ku Lei |003||
45169|CYP000009000|Sai Pu Lu Si |CYP||000|A Ke Luo Di Li |009||
45170|CAN000012000|Jia Na Da |CAN||000|A Ku Li Wei Ke |012||
45171|IRN000004000|Yi Lang |IRN||000|A Jia Jia Li |004||
45172|MMR000002000|Mian Dian |MMR||000|Shi Dui |002||
45173|USAAP0074000|Mei Guo |USA||AP0|A Er Pai En |074||
45174|NOR000026000|Nuo Wei |NOR||000|A Er Ta |026||
45175|USAAP0075000|Mei Guo |USA||AP0|Ai Li Si |075||
45176|ZAF000002000|Nan Fei |ZAF||000|Ya Li Shan Da Wan |002||
45177|ETH000002000|Ai Sai E Bi Ya |ETH||000|A Sai La |002||
45178|ITA000008000|Yi Da Li |ITA||000|A Er Ban Jia |008||
45179|USAAP0076000|Mei Guo |USA||AP0|A La Mo Ge Duo |076||
45180|BRA000007000|Ba Xi |BRA||000|A Lai Ge Lei Di |007||
45181|NZL000007000|Xin Xi Lan |NZL||000|Ya Li Shan De La |007||
45182|USAAP0077000|Mei Guo |USA||AP0|A La Mo Sa |077||
45183|BRA000008000|Ba Xi |BRA||000|A Lun Ke Er |008||
45184|SOM000001000|Suo Ma Li |SOM||000|A Lu La |001||
45185|USAAP0078000|Mei Guo |USA||AP0|Wa La Wa |078||
45186|USAAP0079000|Mei Guo |USA||AP0|Ya Li Shan Da Cheng |079||
45187|USAAP0080000|Mei Guo |USA||AP0|A Li Ta Ke |080||
45188|USAAP0081000|Mei Guo |USA||AP0|A Ma Li Luo |081||
45189|MDG000001000|Ma Da Jia Si Jia |MDG||000|An Bi Lu Bei |001||
45190|GUM000001000|Guan Dao |GUM||000|An Ti Man |001||
45191|MOZ000001000|Mo Sang Bi Ke |MOZ||000|Shang Mo Luo Kui |001||
45192|PNG000002000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Ma |002||
45193|PNG000003000|Ba Bu Ya Xin Ji Na Ya |PNG||000|An Bo Yin |003||
45194|ETH000003000|Ai Sai E Bi Ya |ETH||000|A Er Ba Ming Qi |003||
45195|BRA000009000|Ba Xi |BRA||000|A Er Mei Na La |009||
45196|USAAP0082000|Mei Guo |USA||AP0|A Le Ma |082||
45197|MDG000002000|Ma Da Jia Si Jia |MDG||000|An Pa Ni Xi |002||
45198|IDN000014000|Yin Du Ni Xi Ya |IDN||000|An Wen |014||
45199|AUS000013000|Ao Da Li Ya |AUS||000|A Ma Ta |013||
45200|PNG000004000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Ma Na Bu |004||
45201|RUS000012000|E Luo Si |RUS||000|A De Ma |012||
45202|USAAP0083000|Mei Guo |USA||AP0|Ai Mu Si |083||
45203|AUS000014000|Ao Da Li Ya |AUS||000|A Ma Lu |014||
45204|MDG000003000|Ma Da Jia Si Jia |MDG||000|An Ba Tu Mai Yin Di |003||
45205|NZL000008000|Xin Xi Lan |NZL||000|A De Mo Er |008||
45206|USAAP0084000|Mei Guo |USA||AP0|A Na Xi Mu |084||
45207|USAAP0085000|Mei Guo |USA||AP0|An Ni Si Dun |085||
45208|USAAP0086000|Mei Guo |USA||AP0|An De Sen |086||
45209|FRA000027000|Fa Guo |FRA||000|Ang Gu Lai Mu |027||
45210|USAAP0087000|Mei Guo |USA||AP0|A Ni Ya Ke |087||
45211|MDG000004000|Ma Da Jia Si Jia |MDG||000|Ang Ta La Ha |004||
45212|USAAP0088000|Mei Guo |USA||AP0|An Na Bo Li Si |088||
45213|PER000001000|Mi Lu |PER||000|An Da Wei La Si |001||
45214|USAAP0089000|Mei Guo |USA||AP0|An Wei Ke |089||
45215|USAAP0090000|Mei Guo |USA||AP0|An Si Wo Si |090||
45216|NOR000027000|Nuo Wei |NOR||000|An De Na Si |027||
45217|USAAP0091000|Mei Guo |USA||AP0|An Dong Ni |091||
45218|AUS000015000|Ao Da Li Ya |AUS||000|An Ge Si Zhen |015||
45219|PNG000005000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Luo A |005||
45220|PNG000006000|Ba Bu Ya Xin Ji Na Ya |PNG||000|An Nen Bao |006||
45221|DEU000010000|De Guo |DEU||000|Wei Ma Lao Bao |010||
45222|GRC000003000|Xi La |GRC||000|Ka Er Pa Suo Si |003||
45223|PNG000007000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Luo Na |007||
45224|USAAP0092000|Mei Guo |USA||AP0|A Er Tuo Na |092||
45225|USAAP0093000|Mei Guo |USA||AP0|A Mu Ke |093||
45226|USAAP0094000|Mei Guo |USA||AP0|Bao Ling Ge Lin |094||
45227|COL000004000|Ge Lun Bi Ya |COL||000|A Pi Ai |004||
45228|PYF000001000|Fa Shu Bo Li Ni Xi Ya |PYF||000|A Pa Ta Ji |001||
45229|MOZ000002000|Mo Sang Bi Ke |MOZ||000|Nan Pu La |002||
45230|USAAP0095000|Mei Guo |USA||AP0|A Er Pi Na |095||
45231|COL000005000|Ge Lun Bi Ya |COL||000|A Pa Er Tan Duo |005||
45232|PNG000008000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Sha Pa |008||
45233|BRA000010000|Ba Xi |BRA||000|A La Pi La Ka |010||
45234|BRA000011000|Ba Xi |BRA||000|A Na Bo Li Si |011||
45235|BRA000012000|Ba Xi |BRA||000|A Pu Ka La |012||
45236|USAAP0096000|Mei Guo |USA||AP0|A Pu Er Wa Li |096||
45237|BRA000013000|Ba Xi |BRA||000|Shang Ba Yi Na Ba |013||
45238|BRA000014000|Ba Xi |BRA||000|A La La Kua La |014||
45239|SAU000003000|Sha Te A La Bo |SAU||000|Kai Su Ma |003||
45240|BRA000015000|Ba Xi |BRA||000|A Li Mi Ke Si |015||
45241|USAAP0097000|Mei Guo |USA||AP0|A Li Ye Si Ka |097||
45242|USAAP0098000|Mei Guo |USA||AP0|An A Bo |098||
45243|USAAP0099000|Mei Guo |USA||AP0|Bei Ji Cun |099||
45244|IDN000015000|Yin Du Ni Xi Ya |IDN||000|A Luo Dao |015||
45245|COL000006000|Ge Lun Bi Ya |COL||000|A Ka Li Gua La |006||
45246|CHL000001000|Zhi Li |CHL||000|A Li Ka |001||
45247|IDN000016000|Yin Du Ni Xi Ya |IDN||000|A Er Suo |016||
45248|COL000007000|Ge Lun Bi Ya |COL||000|A Er Bo Le Ta Si |007||
45249|PNG000009000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A La Ji Pu |009||
45250|COL000008000|Ge Lun Bi Ya |COL||000|A Lao Kui Ta |008||
45251|BRA000016000|Ba Xi |BRA||000|A La Jia Er Sa Si |016||
45252|USAAP0100000|Mei Guo |USA||AP0|Wo Te Dun |100||
45253|BRA000017000|Ba Xi |BRA||000|A La Sa Tu Ba |017||
45254|USAAP0101000|Mei Guo |USA||AP0|Mi Nuo Kuo |101||
45255|USAAP0102000|Mei Guo |USA||AP0|A Si Bo Li Pa Ke |102||
45256|AUS000016000|Ao Da Li Ya |AUS||000|Ya La La |016||
45257|ETH000004000|Ai Sai E Bi Ya |ETH||000|A Sa Bu |004||
45258|BOL000001000|Bo Li Wei Ya |BOL||000|A Sen Song |001||
45259|BHS000002000|Ba Ha Ma |BHS||000|An De Luo Si Cheng |002||
45260|NZL000009000|Xin Xi Lan |NZL||000|A Shi Bo Dun |009||
45261|JPN000064000|Ri Ben |JPN||000|Yan Mei Da Dao |064||
45262|ETH000005000|Ai Sai E Bi Ya |ETH||000|A Suo Sa |005||
45263|USAAP0103000|Mei Guo |USA||AP0|A Si Tuo Li Ya |103||
45264|KEN000001000|Ken Ni Ya |KEN||000|An Bo Sai Li |001||
45265|USAAP0104000|Mei Guo |USA||AP0|A Shi Lan |104||
45266|USAAP0105000|Mei Guo |USA||AP0|A Shi Li |105||
45267|PNG000010000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Xi Li Mu |010||
45268|BHS000003000|Ba Ha Ma |BHS||000|A Se Zhen |003||
45269|SLB000001000|Suo Luo Men Qun Dao |SLB||000|Ai Tu Fei |001||
45270|USAAP0106000|Mei Guo |USA||AP0|An Te Le Si |106||
45271|ECU000002000|E Gua Duo Er |ECU||000|An Ba Tuo |002||
45272|PAK000001000|Ba Ji Si Tan |PAK||000|A Ta Ke |001||
45273|MDG000005000|Ma Da Jia Si Jia |MDG||000|An Qi La Bei |005||
45274|USAAP0107000|Mei Guo |USA||AP0|A Te Ka Shi Ke |107||
45275|BRA000018000|Ba Xi |BRA||000|A Er Ta Mi La |018||
45276|PNG000011000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Na Ma Ta Nai |011||
45277|USAAP0108000|Mei Guo |USA||AP0|A Sen Si |108||
45278|PNG000012000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Ai Ta Bi |012||
45279|IND000013000|Yin Du |IND||000|A Mu Li Ze |013||
45280|MRT000001000|Mao Li Ta Ni Ya |MRT||000|A Ta Er |001||
45281|USAAP0109000|Mei Guo |USA||AP0|A Di Xi Ya |109||
45282|USAAP0110000|Mei Guo |USA||AP0|Ya Te Mao Te Lu A Ke |110||
45283|USAAP0111000|Mei Guo |USA||AP0|A Tu Dao |111||
45284|TCD000001000|Zha De |TCD||000|A Ti |001||
45285|KAZ000002000|Ha Sa Ke Si Tan |KAZ||000|A Te Ba Sa Er |002||
45286|EGY000004000|Ai Ji |EGY||000|A Xi Wu Te |004||
45287|AUS000017000|Ao Da Li Ya |AUS||000|Ao Gu Si Ta Si Dang Si |017||
45288|EGY000005000|Ai Ji |EGY||000|A Bu Lu Dai Si |005||
45289|FRA000028000|Fa Guo |FRA||000|Ou Sai Er |028||
45290|PNG000013000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Wu A Dao |013||
45291|PNG000014000|Ba Bu Ya Xin Ji Na Ya |PNG||000|An Bu En Ti |014||
45292|USAAP0112000|Mei Guo |USA||AP0|A La Ke Na Ke |112||
45293|MHL000001000|Ma Shao Er Qun Dao |MHL||000|Ao Er Dao |001||
45294|USAAP0113000|Mei Guo |USA||AP0|Ao Ben |113||
45295|PNG000015000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Ge Wa |015||
45296|PYF000002000|Fa Shu Bo Li Ni Xi Ya |PYF||000|A Tu Ao Na |002||
45297|FRA000029000|Fa Guo |FRA||000|Ou Li Ya Ke |029||
45298|IDN000017000|Yin Du Ni Xi Ya |IDN||000|A Tao Luo |017||
45299|AUS000018000|Ao Da Li Ya |AUS||000|Ao Lu Kun |018||
45300|PNG000016000|Ba Bu Ya Xin Ji Na Ya |PNG||000|Ao Mo |016||
45301|BRA000019000|Ba Xi |BRA||000|A La Gua Yi Na |019||
45302|VUT000001000|Wa Nu A Tu |VUT||000|A Na Di Wu Mu （Dao ）|001||
45303|ITA000009000|Yi Da Li |ITA||000|A Wei Ya Nuo |009||
45304|AUS000019000|Ao Da Li Ya |AUS||000|Ao Wen |019||
45305|USAAP0114000|Mei Guo |USA||AP0|A Shi Wei Er |114||
45306|USAAP0115000|Mei Guo |USA||AP0|Ai Wen Pa Ke |115||
45307|USAAP0116000|Mei Guo |USA||AP0|Wei Er Ke Si  Ba Li |116||
45308|SLB000002000|Suo Luo Men Qun Dao |SLB||000|A Wu A Wu |002||
45309|ETH000006000|Ai Sai E Bi Ya |ETH||000|A Wa Sa |006||
45310|PNG000017000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Wa Ba |017||
45311|VUT000002000|Wa Nu A Tu |VUT||000|A Wa Ni |002||
45312|GAB000002000|Jia Peng |GAB||000|A Luo Wei |002||
45313|ETH000007000|Ai Sai E Bi Ya |ETH||000|A Wa Lei |007||
45314|AUS000020000|Ao Da Li Ya |AUS||000|Ao Er Dun Dang Si |020||
45315|AUS000021000|Ao Da Li Ya |AUS||000|Ao Si Te Le Er Dang Si |021||
45316|PNG000018000|Ba Bu Ya Xin Ji Na Ya |PNG||000|A Wa |018||
45317|IRN000005000|Yi Lang |IRN||000|A Wa Zi |005||
45318|USAAP0117000|Mei Guo |USA||AP0|Ya Li Shan De Li Ya Bei |117||
45319|AUS000022000|Ao Da Li Ya |AUS||000|A La Ma Ke |022||
45320|GRC000004000|Xi La |GRC||000|Ya Li Shan De Lu Bo Li Si |004||
45321|USAAP0118000|Mei Guo |USA||AP0|A Er Ge Na |118||
45322|COL000009000|Ge Lun Bi Ya |COL||000|A Er Mei Ni Ya |009||
45323|BHS000004000|Ba Ha Ma |BHS||000|Si Pu Lin Bo Yin Te |004||
45324|PYF000003000|Fa Shu Bo Li Ni Xi Ya |PYF||000|A Lu Tu Ya |003||
45325|ETH000008000|Ai Sai E Bi Ya |ETH||000|A Ke Su Mu |008||
45326|USAAP0119000|Mei Guo |USA||AP0|An Ji Er Fa E |119||
